ID,gene_length,repeat_coverage,phastcons_elements_20way_exons_merged_percentage,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_1,genomic_classification_is_3,genomic_classification_is_5,genomic_classification_is_8,with_repeat_Alu,with_repeat_ERV1
ENSG00000260391,0.001607921,0.031232758,0.434765471,0.394341386,0.0,0.0,0.0,0.0,3.26e-05,5.1e-06,0.0,3.95e-05,5.71e-05,0.0,0.0,0.0,0.0,0.0,0.000998192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000147618,0.0,0.0,0.0,0.0,0.001820908,0.0,0.001270662,0.000929038,0,0,0,1,0,0
ENSG00000260329,0.000912023,0.169302701,0.029972752,0.216010062,0.002846752,0.000867435,0.000560179,0.000317082,0.000168316,7.39e-05,0.000225292,0.000355629,0.0,0.000672194,0.000539281,0.003588716,0.000197069,0.000207137,0.001403015,0.000143917,0.0,0.001058433,0.00103943,0.0,7.17e-05,0.000802294,0.00055767,0.000181681,0.000549548,0.0,0.001162939,0.000460801,0.000919439,0.001242728,0.001966845,0,0,0,0,0,0
ENSG00000260306,0.001039615,0.088076376,0.382211539,0.225194551,0.0,0.000670291,0.002181748,0.001336273,0.000380069,0.000127476,0.001126459,0.000242731,0.001519065,0.0,0.0,0.0,5.22e-05,0.000414274,0.001048102,0.001510145,0.0,0.0,0.000343613,9.04e-05,0.0,0.000613519,0.000186983,0.0,0.0,0.0,6.39e-05,0.000363391,0.000278455,0.000396706,0.000463302,0,0,0,0,0,0
ENSG00000260296,0.000708917,0.572077759,0.224913495,0.21828263,0.0,9.86e-05,0.000597033,5.28e-05,0.000179175,0.00010453,0.0,4.52e-05,0.000190359,0.00083352,0.0,0.0,0.0,0.0,0.000476914,0.000163632,2.62e-05,0.0,2.58e-05,0.0,0.000523356,3.54e-05,7.54e-05,0.0,0.0,0.0,0.000153355,0.000422378,0.000200951,0.000879075,0.001172628,0,1,0,0,1,0
ENSG00000260293,0.003611638,0.271306695,0.017631345,0.216347581,0.000197512,5.42e-05,0.000132674,0.000135892,0.000347492,7.39e-05,0.0,4.52e-05,0.000106601,0.000295765,0.00013482,0.000166177,0.0,1.45e-05,0.004558411,0.000287834,0.000141577,0.000235508,0.000163216,0.000399066,0.000510073,0.000719705,0.000177142,2.14e-05,6.43e-06,3.62e-05,0.000102236,0.000155921,0.0,0.000139107,4.79e-05,0,0,0,0,1,0
ENSG00000260280,0.006373747,0.137619338,0.126791893,0.214622857,0.002825283,0.001478583,0.002144895,0.003903124,0.003751826,0.000586389,0.005083147,0.001258813,0.005541353,0.007833296,0.001759083,0.001919874,0.000144904,0.001666731,0.008734181,0.003385012,0.0,0.005200128,0.0,0.000609894,0.022002194,0.006040799,0.0,0.000537028,0.000411357,0.00106915,0.005904153,0.000234065,0.0,0.000120385,0.0,0,0,0,1,1,0
ENSG00000260274,0.000886635,0.0,0.228831351,0.216080448,0.0,0.000606219,0.00134148,0.001419318,0.00037464,0.000117278,0.000528028,0.000666098,9.71e-05,0.001263724,0.000821761,0.000657637,0.000370954,0.000366103,0.000820736,0.000303606,0.0,0.00017054,0.001812559,0.000609894,0.000648217,0.001368619,0.000459257,0.002733233,0.001504025,0.003542694,0.001520767,0.000514697,0.000713278,0.00111608,0.001739267,0,0,0,0,0,0
ENSG00000260267,0.001925599,0.137200931,0.09785124,0.216407713,0.002112522,0.00166587,0.00181321,0.004997811,0.003116567,0.000833692,0.002513412,0.001213654,0.000873748,0.00253641,0.001104242,0.001241024,0.000840443,0.000838183,0.006759979,0.001326799,0.0,0.001039484,0.003470492,0.003403358,0.002218285,0.004636785,0.000990684,0.001488183,0.003631514,0.00985793,0.004,0.000761755,0.001336175,0.001469448,0.001784422,0,0,0,0,1,0
ENSG00000260261,0.002239372,0.256188519,0.0,0.226268901,0.005684917,0.001813728,0.002800893,0.00379743,0.00197093,0.000616983,4.93e-05,0.0,6.66e-05,0.001873179,0.00028248,0.005547482,4.64e-05,0.000510617,0.003471491,0.006870569,0.0,0.011404549,0.001417404,9.04e-05,0.00828868,0.000648914,9.84e-05,0.000211071,0.000144618,0.000697666,0.001380192,0.000105267,0.0,0.000239856,0.00027937,1,0,0,0,1,0
ENSG00000260257,0.001342972,0.0,0.025821596,0.215996207,0.0,0.001197652,0.002071187,0.002174274,0.0,0.001358893,0.00551965,0.004154648,0.001939759,0.006166256,0.003646566,0.002001195,0.001651906,0.00155112,0.003044486,0.000291777,0.0,0.00055764,0.001529078,0.0,0.001506308,0.003350756,0.000852906,0.000272522,0.00197323,0.002618513,0.004894569,0.001791702,0.003486273,0.00478655,0.006707682,1,0,0,0,1,0
ENSG00000260236,0.001199757,0.282584135,0.02513089,0.21595187,0.000339206,0.0,0.001024537,0.000739857,0.0,6.63e-05,0.000176009,0.00028789,0.000159902,0.000510867,0.000340261,0.000233355,0.0,6.26e-05,0.000898373,0.000197147,0.000225474,0.000115047,0.00052401,0.000391537,0.000337392,0.000672511,0.000574072,0.000280537,0.000401716,0.0,0.000472843,0.000396035,0.000121859,0.000576886,0.000828688,0,0,0,0,1,0
ENSG00000260231,0.001505066,0.263118922,0.017234132,0.216011171,0.00352087,0.001128651,0.0,3.02e-05,0.001444263,0.00047421,0.000232332,0.0,0.0,0.011212189,0.011941218,0.002931079,0.000683947,0.000785194,0.000709826,0.0,0.000623987,0.000372211,0.000850442,0.000323771,0.001137037,0.000920278,0.000351004,0.001496198,0.001144088,0.003551754,0.000932907,0.001204576,0.002171667,0.002358203,0.003401196,0,0,0,0,1,0
ENSG00000260196,0.001832509,0.281826074,0.016308119,0.216593653,0.0,0.000694934,0.0,0.0,0.0,7.14e-05,0.001647446,0.00112898,0.000921338,0.008254537,0.003723606,0.003779642,0.000631782,0.00080928,0.000915009,2.37e-05,0.002973116,0.001441472,0.000206168,0.000218357,0.000265663,0.001191642,0.000137777,3.21e-05,0.0,0.00136815,0.002555911,0.000355689,1.61e-05,0.000652836,0.000777712,0,0,0,0,1,0
ENSG00000260163,0.002869521,0.361057062,0.021452514,0.221030994,0.0,2.96e-05,0.0,0.0,0.000320344,6.37e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21e-05,7.89e-06,0.0,0.0,9.45e-05,4.52e-05,0.0,0.0,1.97e-05,5.34e-06,0.0,0.0,0.0,2.35e-05,0.0,1.85e-05,0.0,0,0,0,0,1,0
ENSG00000260083,0.012974687,0.344480538,0.114238411,0.221227187,0.0,0.00113358,0.005469113,0.005390388,0.001856909,0.000782702,0.001344711,0.001874107,0.000205588,0.006372395,0.004006086,0.005006523,0.001362098,0.000732205,0.004103679,0.000808302,0.00386977,0.001499672,0.002250666,0.001392967,0.000629621,0.003445143,0.0030475,0.001196958,0.001128019,0.0,0.001559105,0.001845945,0.003081621,0.003857,0.005473229,0,0,0,0,0,0
ENSG00000260032,0.003431317,0.053635197,0.299925066,0.220083559,0.044023753,0.048334869,0.055981013,0.027367165,0.030112338,0.009874283,0.046452358,0.047642971,0.007774265,0.120233027,0.068597806,0.051260293,0.043830567,0.042939998,0.072224749,0.003765506,0.050280794,0.002961447,0.045425651,0.035998795,0.005448744,0.10316552,0.052365175,0.029386933,0.028476853,0.120415338,0.037444089,0.045875514,0.122005989,0.103932939,0.142546673,0,0,0,0,1,0
ENSG00000260000,0.00094327,0.442196243,0.0,0.215975978,0.0,0.000926579,0.002660849,0.001102236,0.000754709,0.000571092,0.0,0.000462882,0.000114215,0.001891105,0.001078562,0.002665903,0.000208662,0.0,0.002140568,0.000808302,0.000723616,0.000797209,0.000944936,0.000564717,0.001272525,0.002359687,0.001105498,0.001341235,0.000581685,0.0,0.000817891,0.000125152,0.0,0.000424066,0.000822141,0,0,0,0,0,0
ENSG00000259994,0.00206556,0.008866065,0.125,0.216983545,0.0,0.000271074,0.000471729,0.000392577,0.000445224,8.67e-05,0.000506907,0.000220151,8.38e-05,0.000322653,0.0,0.000243962,0.000197069,0.000221589,0.000571188,8.87e-05,0.00013109,0.000128582,0.000283481,9.04e-05,0.000223157,0.000283162,0.000216507,0.000112215,0.000626677,0.0,0.00172524,0.000317524,0.000849418,0.000794313,0.001106429,0,1,0,0,1,0
ENSG00000259976,0.001048729,0.0,0.866507747,0.217116003,0.0,0.003750672,0.000582291,0.00018119,8.69e-05,2.04e-05,0.002428927,0.00289019,0.002181515,0.002760475,0.001142762,0.0,0.000121719,0.00020232,0.003532491,0.000408094,0.002899706,0.0,0.001408814,0.000436714,0.0,0.00158099,0.000849626,5.34e-06,0.001426896,0.000697666,0.001111821,0.005634188,0.011714971,0.019060665,0.027000505,0,0,0,0,0,0
ENSG00000259972,0.019628355,0.02190551,0.211421628,0.218596871,0.001099198,0.002720592,0.007429738,0.002302617,0.004821449,0.000716415,0.006336333,0.000908829,0.007484919,0.01048622,0.001463762,0.002711867,0.0,0.001869051,0.007924537,0.006419103,0.0,0.00379926,0.001194055,0.0003313,0.020556989,0.003374353,0.000741373,0.00058512,0.000385647,0.0,0.000332268,0.00730024,0.014564386,0.015479577,0.018160044,0,0,0,0,1,0
ENSG00000259959,0.002701568,0.125208149,0.018970832,0.216507195,0.0,0.000606219,0.001791098,0.000551118,0.0,0.000596587,0.000746279,0.000502396,0.000778569,0.001371275,0.00026322,0.001046561,0.0,0.0,0.001208922,0.000512582,0.000309372,0.000393867,0.00027489,0.000248475,0.00158335,0.002583857,0.000436294,0.00024046,0.000903058,0.00106009,0.001610224,0.000344609,0.000880921,0.000857275,0.001422796,1,0,0,0,0,0
ENSG00000259943,0.000958894,0.719514264,0.118181818,0.215987339,0.0,0.002242517,0.01126254,0.004280602,0.002812512,0.001287507,0.002210676,0.002766002,0.000770954,0.008613041,0.005649609,0.017179871,0.001107067,0.001835331,0.006920799,0.001723064,0.0,0.0,0.002508376,0.001799563,0.001474429,0.003397949,0.004520404,0.003243544,0.004518503,0.004484996,0.004523962,0.001675595,0.003808162,0.00369429,0.005075979,0,0,0,0,0,0
ENSG00000259895,0.002080533,0.095928774,0.0,0.218202546,0.0,0.0,0.000103191,0.000105694,7.6e-05,1.02e-05,6.34e-05,0.0,6.28e-05,0.0,0.0,0.0,0.0,0.0,0.000249548,0.0,4.72e-05,0.0,2.58e-05,0.0,0.000217844,4.72e-05,0.0,0.0,0.0,0.0,5.11e-05,1.41e-05,0.0,1.66e-05,1.43e-05,0,0,0,0,1,0
ENSG00000259877,0.001546078,0.172501071,0.0,0.2159624,0.003692619,0.000995579,0.001584716,0.001872292,0.001840621,0.000560894,0.00133063,0.000959633,0.000220817,0.003791172,0.003235685,0.002068373,0.000295604,0.000462446,0.006937436,0.000289806,0.002065975,0.000446653,0.002396701,0.00202545,0.000789019,0.002300695,0.00400866,0.002268343,0.003123745,0.00501051,0.001277955,0.00076714,0.001152833,0.00134699,0.001737931,0,0,0,0,1,0
ENSG00000259865,0.000766855,0.0,0.058634538,0.220178608,0.0,0.002952237,0.041659603,0.006032101,0.0,0.000968817,0.003548346,0.001467674,0.0,0.003226529,0.000391621,0.006689507,0.000741909,0.006652472,0.002661846,0.002935517,0.0,0.001012414,0.001194055,0.0,0.023829955,0.002701842,0.000662643,0.000825581,0.001873604,0.0,0.016051118,0.002666601,0.003999571,0.005219662,0.00778808,1,0,0,0,1,0
ENSG00000259834,0.002221795,0.04269718,0.400287356,0.220222945,0.0,0.0,0.000309572,9.06e-05,0.0,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000188547,3.35e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.56e-06,0.0,0.0,0.0,0.0,0.004522621,0.0,0.003952243,0.00059579,0,1,0,0,0,0
ENSG00000259820,0.004026313,0.2685921,0.047024952,0.23783209,0.0,0.00127651,0.003958105,0.00086065,0.001389967,0.000356933,0.000422422,0.0,0.001071722,0.00163119,0.00010914,0.00579498,0.0,0.000611777,0.001197831,0.0,0.0,0.00901563,0.000352203,0.0,0.003453617,0.000660712,2.62e-05,4.81e-05,0.000128549,0.000842636,0.000268371,0.0003501,0.00045362,0.000800197,0.000990912,1,0,0,0,0,1
ENSG00000259780,0.000753184,0.0,0.057189542,0.21625281,0.0,0.000133072,0.0,0.0,9.23e-05,1.53e-05,0.0,0.0,0.0,0.000143401,0.0,7.78e-05,0.0,9.63e-06,0.00022182,0.000250377,0.000393269,0.0,0.0,0.0,0.000334735,0.0,0.0,4.01e-05,2.25e-05,0.0,0.0,0.000219518,0.0,0.000270112,0.000157621,0,0,0,0,0,0
ENSG00000259768,0.082275436,0.0,0.388257184,0.325275938,0.001562923,0.001616584,0.001901659,0.001940238,0.000749279,0.000191214,0.000443543,0.000366919,0.000255081,0.000958996,0.000430141,0.001594592,0.00092159,0.000563606,0.001774564,0.000829988,0.001536372,0.001134229,0.001675114,0.000647542,0.001524905,0.001274231,0.00080042,0.001055354,0.001295133,0.002047695,0.00171246,0.000191706,0.0,0.000133892,0.0,0,0,0,0,0,0
ENSG00000259673,0.07691852,0.14291805,0.2119363,0.216106219,0.000536718,0.001646155,0.00296305,0.002045932,8.69e-05,3.06e-05,0.000161928,0.000152412,0.000152287,0.003235492,0.001232642,0.0,0.000886813,0.000905623,0.001214467,0.001056707,0.000854705,0.0,0.001013659,3.76e-05,0.00204826,0.000318558,0.000150899,0.00169391,9.64e-05,0.000163091,0.00029393,0.000506744,0.002592872,0.0015619,0.002199594,0,0,0,0,1,0
ENSG00000259663,0.006854171,0.057079699,0.196530983,0.215964894,0.0,0.0,0.0,0.0,3.26e-05,2.55e-06,0.0,5.08e-05,5.71e-05,0.0,0.0,0.0,0.000382547,0.00047208,0.020490667,0.0,0.0,0.0,0.0,0.0,1.86e-05,0.0,0.002112584,0.0,0.0,0.000634242,0.0,0.000380289,0.0,0.00038991,4.73e-05,0,0,0,0,0,0
ENSG00000259623,0.001863105,0.0,0.39467395,0.215985677,0.001816254,0.006525478,0.009582004,0.003533195,0.0,0.000864287,0.002745744,0.002619234,0.000475898,0.007922922,0.003652986,0.0,0.003413939,0.003068519,0.003782039,0.000443581,0.004346937,0.000223327,0.002980844,0.000685189,0.001291121,0.003445143,0.001541792,0.001629787,0.005154821,0.009124021,0.013265176,0.002953106,0.001376649,0.006003096,0.008626888,0,0,0,0,1,0
ENSG00000259495,0.038183244,0.0,0.013386696,0.216163303,0.0,0.002873379,0.0,0.0,0.001379108,0.00037223,0.0,0.0,0.0,0.000179252,8.35e-05,0.0,0.0,0.0,0.002794938,0.0,0.0,0.0,0.001159694,3.76e-05,0.0,9.44e-05,0.000728251,2.4e-05,6.11e-05,0.001232241,1.28e-05,0.000349215,0.0,0.000432439,0.0,0,0,0,0,1,0
ENSG00000259488,0.012652451,0.051391243,0.017424564,0.216165243,0.000811518,0.000448503,0.002012221,0.000890848,0.001330242,0.000382428,0.0,0.000152412,0.000178938,0.000331616,9.63e-05,0.000951098,0.0,7.23e-05,0.000388186,0.000668328,0.000477167,0.000556286,0.000343613,0.0,0.000759796,0.0,6.56e-05,0.0001042,8.68e-05,7.25e-05,0.00086901,0.000492935,0.0,0.000493545,7.95e-05,0,0,0,0,1,0
ENSG00000259439,0.011753448,0.066251732,0.295577967,0.21669646,0.0,0.004233675,0.0,0.0,0.0,0.000127476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005440147,0.0,0.0,0.0,0.003006615,0.0,4.52e-05,0.0,0.000472379,1.87e-05,0.0,0.0,0.00028115,0.000133893,0.0,8.79e-05,0.0,0,0,0,0,0,0
ENSG00000259436,0.00318134,0.15357051,0.096262161,0.228146035,0.0,1.48e-05,0.0,0.000437875,0.000233471,7.39e-05,6.34e-05,3.95e-05,0.0,0.0,0.0,0.0,0.000168089,3.85e-05,0.0,5.32e-05,0.0,0.0,0.0,0.0,0.0,3.54e-05,0.0,0.0,9.64e-06,0.0,0.0,0.000513982,0.0,0.000413601,9.87e-05,0,0,1,0,0,0
ENSG00000259264,0.012228663,0.252690739,0.111208406,0.218502932,0.0,0.00244459,0.000309572,0.00069456,0.002030655,0.000749558,0.0,0.0,0.0,0.0,0.0,0.000420746,0.0,0.0,0.008429178,0.000138003,0.0,0.000123168,0.007825788,0.0,0.001046711,0.0,0.001085816,0.000363362,0.0,0.0,0.0,0.000372499,0.0,0.000271833,0.0,0,0,0,0,1,1
ENSG00000259129,0.019575626,0.33864397,0.012175058,0.240888322,0.0,0.0,4.42e-05,0.0,0.0,7.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97e-05,0.0,4.06e-06,0.0,0.0,0.000201904,0.0,0.0,0.0,0.000173541,0.000788272,0.0,4.01e-05,0.0,4.74e-05,0.0,1,0,0,0,0,0
ENSG00000259006,0.001801913,0.0,0.190233978,0.21691787,0.0,0.000157715,0.0,0.0,9.77e-05,1.02e-05,0.000415382,0.00028789,0.000131348,0.000304728,0.00015408,9.19e-05,0.0,1.45e-05,0.001464015,0.0,0.000199256,0.0,0.000755949,0.000368948,0.000278946,0.0,0.000357565,8.82e-05,0.0,0.0,0.000396166,0.000300409,0.0,0.000678077,0.000708453,0,0,0,0,0,0
ENSG00000258920,0.001544125,0.0,0.073488372,0.271867959,0.0,0.000798435,0.000700223,0.001087137,0.000993609,0.000295744,0.001281347,0.001552348,0.000140866,0.001738741,0.001476602,0.0,0.001159232,0.000732205,0.002212659,0.000212919,0.003486988,0.0,0.001932824,0.002386868,0.000151428,0.002513067,0.001341687,0.000545044,0.0,0.0,0.001546326,0.000496323,0.001033157,0.001170625,0.001543942,0,0,1,0,0,0
ENSG00000258727,0.004497622,0.007943984,0.388700216,0.2178811,0.000128812,0.001015293,0.00076656,0.000845551,0.0,6.88e-05,0.005005703,0.000519331,0.010692469,0.001281649,0.00011556,0.000159106,0.000115923,0.00043836,0.002057385,0.002515594,0.000587282,0.000354616,0.001185465,0.000195768,0.007077257,0.00504973,0.000209946,0.0001042,0.000141404,0.000815454,0.001022364,0.001218286,1.43e-05,0.001654376,0.001984708,0,0,0,0,1,0
ENSG00000258704,0.040104938,0.099859483,0.260714286,0.21608599,0.0,0.002188302,0.004422463,0.002793338,0.001981789,0.000418121,0.0,0.000891894,0.000333128,0.018633206,0.009719895,0.001941088,0.0,0.000578057,0.001469561,0.000599327,0.001830013,0.000473723,0.003058157,0.000715308,0.0,0.0,0.00055767,0.000406111,2.89e-05,0.0,8.95e-05,0.000597545,0.0,0.00118076,0.001439847,0,0,1,0,1,0
ENSG00000258634,0.002700266,0.07638265,0.214946619,0.219373884,0.003164489,0.001315939,0.001422559,0.001494813,0.006770661,0.001060599,0.004034132,0.002032165,0.002625052,0.00361192,0.001438082,0.002188586,0.001982287,0.002254422,0.012460766,0.001859095,0.003439796,0.003301174,0.001383043,0.001295083,0.003969002,0.003173779,0.00127936,0.000566418,0.001269423,0.002527907,0.002236422,0.001097464,0.002809567,0.002879844,0.004494812,0,0,0,0,0,0
ENSG00000258548,0.017564097,0.11741709,0.0591943,0.497167811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011091,0.0,0.0,0.0,0.0,0.0,1.06e-05,0.0,6.56e-06,1.07e-05,0.0,0.0,0.0,0.002621175,0.0,0.00099047,6.97e-05,0,0,0,0,0,1
ENSG00000258441,0.00439672,0.191583456,0.033257483,0.216568159,0.001313886,0.010443723,0.004864709,0.003321808,0.010408466,0.001986075,0.012602261,0.004482052,0.010776227,0.012870267,0.001958103,0.001269309,0.0,0.005404833,0.012543948,0.002929603,0.0,0.001040838,0.006339662,0.00219863,0.014353762,0.013320434,0.003982417,0.000416798,0.00168078,0.00167621,0.006517572,0.012905559,0.001873384,0.011750578,0.010539625,0,1,0,0,1,0
ENSG00000258399,0.026795648,0.24925889,0.150951949,0.218698293,0.0,0.000537218,0.0,0.0,0.0,0.0,0.004724088,0.00172734,0.005383355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000661455,0.003937956,0.0,0.010123058,0.0,0.0,0.0,0.0,0.0,0.000390748,0.0,0.000371158,0.0,0,0,0,0,0,0
ENSG00000258334,0.020751947,0.056131248,0.345839346,0.216320147,8.59e-06,2.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33e-05,0.0,0.0,0.0,4.3e-05,0.0,0.000148771,0.0,0.0,5.34e-05,0.0,0.0,8.95e-05,0.00020087,0.0,0.000207389,7.64e-05,0,0,0,0,1,0
ENSG00000258301,0.003205427,0.203460746,0.111413044,0.226900432,0.003881544,0.003144453,0.002881972,0.005798064,0.009197674,0.002554617,0.005702699,0.003539353,0.003285598,0.007582344,0.005386388,0.002124944,0.002254706,0.002895102,0.006393975,0.003459928,0.004095245,0.001499672,0.008057727,0.003064528,0.007345577,0.005026134,0.001830468,0.003620265,0.000639532,0.007067266,0.005610224,0.005211414,0.009068315,0.014888309,0.023972723,0,0,0,1,1,0
ENSG00000258297,0.001478376,0.071169026,0.236526946,0.223546586,0.004620068,0.003450026,0.015110082,0.01104501,0.013378435,0.004165912,0.009420014,0.00404175,0.004383969,0.008460677,0.003807066,0.007969423,0.001188213,0.003810359,0.013392412,0.003152379,0.0,0.003688274,0.001932824,0.00152097,0.025001528,0.0,0.003221362,0.003844695,0.000938409,0.0,0.00141853,0.002686948,0.00451976,0.007111898,0.010718666,0,0,0,1,1,0
ENSG00000258057,0.008159386,0.117433122,0.208821887,0.215956303,0.000133106,0.001971444,0.000243235,0.0,0.000396358,9.94e-05,0.0,6.21e-05,0.0,0.000286803,0.0,0.000212141,0.000202866,0.0,0.002212659,0.0,0.000440462,7.85e-05,0.00130573,0.00017318,0.000249723,0.000672511,0.000744653,0.0,0.001034821,0.003370542,0.000932907,0.000788892,0.001732927,0.001684339,0.002070191,0,0,0,0,1,0
ENSG00000258056,0.001094298,0.055220569,0.046495489,0.216115918,0.0,0.002814236,0.002078558,0.0,0.002052374,0.001093743,0.001541841,0.001998295,0.000426404,0.001541564,0.001322522,0.001513271,0.001066494,0.000929708,0.006133336,0.00096602,0.0,0.000510268,0.00736191,0.002853701,0.000765109,0.005639652,0.002112584,0.001624444,0.002828082,0.016444984,0.004664537,0.00094811,0.003619206,0.003161264,0.00561463,0,0,0,0,0,0
ENSG00000258017,0.013032624,0.122643116,0.662162162,0.216011448,0.0,0.002129159,0.006633695,0.0,0.000629829,0.000186115,0.000711077,0.0005532,0.0,0.0,0.000449401,0.0015062,0.000295604,0.0,0.000837372,0.0,0.00108018,0.0,0.014259943,0.000858369,0.0,0.0,0.003273849,0.006246627,0.002561342,0.0,0.003335463,0.499406221,0.744983823,0.776589682,0.926129258,0,0,0,0,0,0
ENSG00000257913,0.013541039,0.029618075,0.305592841,0.216201267,0.0,0.001271581,0.001835322,0.005684821,0.000879589,0.000308492,0.000851885,0.000683033,8.76e-05,0.009123908,0.009931755,0.0,3.48e-05,3.85e-05,0.001203376,0.000695929,7.87e-05,6.9e-05,0.010145177,0.000256005,0.000135488,0.00053093,0.000173862,0.000184353,0.0,0.0,0.005507987,0.000691191,0.0,0.000743734,0.000563647,0,0,0,0,1,0
ENSG00000257815,0.220851547,0.0,0.043097643,0.216047195,0.026698498,0.007910418,0.01613462,0.030092558,0.023846626,0.003617766,0.016565989,0.011272869,0.004366837,0.015675555,0.014849483,0.013813903,0.0,0.001580022,0.008967093,0.005240164,0.012201836,0.009483939,0.024499613,0.005865522,0.0050901,0.008848827,0.003759349,0.00200918,0.0,0.004140693,0.001175719,0.001460912,0.002290814,0.00326546,0.004089038,0,0,0,0,0,0
ENSG00000257698,0.002981489,0.161618808,0.081679389,0.217435509,0.016865825,0.024480401,0.015095341,0.011996255,0.003778973,0.001160031,0.009483378,0.007061772,0.000574884,0.004535066,0.00649705,0.024650763,0.001831587,0.00128136,0.012311037,0.001482545,0.013004106,0.003021001,0.020805773,0.0,0.000215187,0.012848496,0.017642042,0.001138179,0.020432889,0.018066831,0.019974441,0.030167369,0.003752057,0.024786477,0.020188189,0,0,0,0,0,0
ENSG00000257621,0.021288355,0.344105926,0.039870253,0.21594993,0.007166258,0.015894764,0.039315698,0.027004786,0.009403997,0.003905862,0.020290345,0.012813927,0.015967319,0.025364105,0.010329796,0.011402569,0.004851386,0.009826968,0.01727427,0.010985025,0.016344273,0.005542562,0.024095868,0.010277841,0.054636215,0.024646932,0.01097625,0.010981025,0.009480501,0.017695346,0.016728435,0.01192463,0.015371398,0.033097198,0.047757598,0,0,0,1,1,0
ENSG00000257557,0.005041191,0.228980075,0.159393377,0.216103725,0.0002748,0.000561861,0.000309572,0.000188739,0.000233471,8.41e-05,0.00018305,0.000208861,9.71e-05,0.0,0.00013482,0.000431353,0.000197069,0.000231223,0.00027173,6.51e-05,6.29e-05,0.000123168,0.000807491,7.53e-05,0.000698693,0.000542728,0.000364125,0.000416798,0.000257098,0.000480212,0.000536741,0.000150535,3.91e-05,0.000281131,0.000366622,0,0,0,0,1,0
ENSG00000257354,0.01262511,0.053559959,0.061903118,0.216578412,0.0,0.001246938,0.001267773,0.000551118,0.000586392,0.000193763,0.000809642,0.0002766,0.001591402,0.000331616,3.85e-05,0.000378318,2.9e-05,0.000250491,0.002024112,0.00077873,0.0,0.000351909,0.000609913,9.04e-05,0.001934025,0.000932076,0.000183703,3.74e-05,0.00024103,0.000199333,0.000971246,0.000585758,0.0,0.000359872,0.000181533,0,1,0,0,1,0
ENSG00000257167,0.002201615,0.275681419,0.139493294,0.216142243,0.002194103,0.00205523,0.004606732,0.005443235,0.003556362,0.000889782,0.001408074,0.001145915,0.00027031,0.001568452,0.000911641,0.001446093,6.96e-05,0.0,0.000610006,0.001354399,0.009580041,0.000521096,0.005755519,0.0,0.001052025,0.001557393,0.000662643,0.00188895,0.001777192,0.00560851,0.005686901,0.002911881,0.002764191,0.004135155,0.005062707,0,0,0,0,0,0
ENSG00000257151,0.00296196,0.122301811,0.015377951,0.224704346,0.0,0.001567298,0.00534381,0.000717208,0.0,0.00894116,0.001795294,0.000812866,0.003847157,0.009885727,0.0,0.0,0.000701335,0.001734171,0.002151659,0.002245503,0.0,0.0,0.000309252,0.0,0.0,0.001982137,0.000511744,0.0,0.000273167,0.000896999,0.001878594,0.016714588,0.003095377,0.013678442,0.006721815,0,1,0,0,0,0
ENSG00000257135,0.001670415,0.045218904,0.0,0.216001195,0.001180779,0.000330217,0.0,0.001585408,0.000450653,0.000127476,0.000281615,0.000186282,0.0,0.00086937,0.000475081,0.000965241,4.64e-05,1.93e-05,0.001003738,0.000364722,0.0,0.000572528,0.000463878,0.0,0.0,0.000365752,0.0,2.4e-05,0.000559189,0.0,0.000753994,0.00021601,0.0,0.0002553,0.00025962,0,0,0,0,1,0
ENSG00000257086,0.001619639,0.097575821,0.058892815,0.215241086,0.002133991,0.000837864,0.001186694,0.0,0.009089083,0.003184348,0.001978344,0.00112898,0.003019095,0.002769438,0.001245482,0.002793187,0.000898405,0.001989479,0.00292803,0.002860601,0.001756603,0.004924015,0.002327979,0.0,0.006269642,0.005651451,0.001217032,0.000793519,0.000600967,0.0,0.000830671,0.000638819,0.0,0.000649577,0.000311759,0,0,0,1,0,0
