ID,GC_content,A549_cell,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_7,genomic_classification_is_8,lncRNA_DB_is_1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_hAT-Tip100
ENSG00000251867,0.221985059,0.000276002,0.000141169,5.1e-05,0.00075332,0.000485462,0.000226527,0.0,0.001541564,0.0,0.000115923,0.000158966,0.001114648,0.0,0.0,0.000154298,0.000120265,0.0,0.001580694,0.0,0.000954599,0.0,0.000718709,0.001182285,0.0,0.001123538,0.000536741,0.0,0.000743004,0.001275408,0.00167511,0.002303038,1,0,0,0,0,0
ENSG00000251562,0.342049093,0.602970966,0.103758884,0.037480464,0.440966502,0.053790269,1.0,0.414737199,0.195213982,0.013674621,0.0,1.0,1.0,0.843349053,0.0,1.0,0.038304269,0.0,1.0,0.816392746,0.010690854,0.497126914,0.007953896,0.411550639,0.007060563,0.007182617,0.01914377,0.0,0.579378584,0.453641017,1.0,1.0,0,0,1,0,1,0
ENSG00000251136,0.31020989,0.007683702,0.005087497,0.000938223,0.002633098,0.00141687,0.003390295,0.003409691,0.005942191,0.001759083,0.001466429,0.003670662,0.00600579,0.010910109,0.002286206,0.002845046,0.003582166,0.001054137,0.017137908,0.004955343,0.00232253,0.004437443,0.002775982,0.005824918,0.001340125,0.001272897,0.002300319,0.001677168,0.00087351,0.0,0.002247906,0.00420658,0,0,0,1,0,0
ENSG00000251023,0.27321238,0.000216859,0.0,1.53e-05,7.04e-05,3.95e-05,0.00010089,8.76e-05,0.000206139,7.7e-05,4.06e-05,5.3e-05,0.000105365,0.000167575,2.62e-05,4.6e-05,7.73e-05,0.0,9.03e-05,5.9e-05,3.28e-05,0.0,1.07e-05,0.0,2.57e-05,0.0,6.39e-05,0.0,0.000118929,0.0,0.000287717,0.000451565,0,0,0,0,0,0
ENSG00000251022,0.324973319,0.01888643,0.018856861,0.012502836,0.014122981,0.012243792,0.02058543,0.008187637,0.016159534,0.008390953,0.012913846,0.015279972,0.024084159,0.015600233,0.0,0.012255897,0.014500472,0.006452827,0.032897026,0.050992838,0.017022044,0.016596169,0.008341304,0.088152348,0.025198849,0.041084927,0.022198083,0.012757912,0.010760861,0.011434868,0.031136636,0.049530843,0,1,0,0,0,0
ENSG00000251003,0.281394522,0.008876425,0.0,0.0,0.000633633,0.000508041,0.0,0.000210711,0.000403316,0.000597061,0.0,0.0,0.010736111,0.000352893,0.00278959,0.0,0.005008161,0.0,8.24e-05,0.003268167,0.006698596,0.0,2.67e-05,0.007457048,0.004524931,0.0,0.00571246,0.004282496,0.000383233,0.0,0.000288686,0.0,0,0,0,1,0,0
ENSG00000250988,0.352721451,0.015534976,0.006086536,0.002044713,0.006906602,0.005644902,0.001726557,0.00541008,0.016240197,0.010400416,0.001843179,0.00510617,0.011806395,0.006635964,0.020607313,0.016959292,0.040254274,0.005579399,0.01907459,0.006453744,0.013912216,0.021807051,0.00677564,0.015508123,0.007111982,0.0,0.015782748,0.0,0.003615049,0.001881958,0.005304446,0.006851164,1,0,0,0,0,0
ENSG00000250961,0.349163999,0.0,0.0,0.0,0.0,0.000118543,8.76e-05,0.0,0.0,0.0,0.0,0.0,0.000842918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406771,0.0,0.0,0.000271061,0.0,0.0,0.0,0.0,0.000417307,0.0,0.000185516,0.0,0,0,0,0,0,0
ENSG00000250903,0.374421914,0.003203596,0.003800692,0.001101392,0.007040369,0.005345722,0.002813507,0.022959316,0.030159086,0.021436413,0.000533247,0.000616594,0.009172277,0.004494949,0.0,0.002430877,0.004415428,0.010014306,0.00482178,0.0082943,0.004356384,0.004896263,0.002693156,0.003414209,0.001886459,0.0,0.000753994,0.00252147,0.001175823,0.00558816,0.003331706,0.004723572,0,0,0,1,0,0
ENSG00000250899,0.598719317,0.001527869,0.009594032,0.002039614,0.002928794,0.003324847,0.000845194,0.001412039,0.002948689,0.001637103,0.000370954,0.0,0.00113683,0.0,0.002401565,0.000140763,0.004613006,0.001295083,0.000340048,0.003232771,0.000974282,0.000797473,0.000261835,0.004135115,0.002911639,0.001310794,0.002888179,0.00060035,0.001743696,0.0,0.001890198,0.001687037,0,0,0,1,0,0
ENSG00000250802,0.355923159,0.002740307,0.002774505,0.00121612,0.000661795,0.000558845,0.000812833,0.00116849,0.001819404,0.000847441,0.0,0.0,0.0017912,0.000540182,0.0,2.44e-05,0.001159694,0.0,0.001655079,0.000412945,0.000387088,0.000681675,0.000590464,0.000847785,0.000237816,0.001420027,0.000434505,0.000333528,0.000857815,0.0,0.001796572,0.001837712,0,0,0,0,0,0
ENSG00000250786,0.455353967,0.0,0.004278493,0.001073347,0.000267534,0.000158057,0.0,0.0,0.0,0.0,0.00202286,0.001580022,0.000776372,2.76e-05,0.0,0.0,0.0,0.017724569,0.000879344,0.023242918,6.56e-05,8.52e-05,0.000737412,0.006044073,0.00433532,0.0,0.0,0.0,0.002094122,0.0,0.00499553,0.006814908,0,0,0,0,0,0
ENSG00000250337,0.246887229,0.022957461,0.012992936,0.004520295,0.0,0.0,9.52e-06,0.015756823,0.034075734,0.010310536,0.0,0.0,0.002451116,0.011241316,0.0,0.001641789,0.007258827,0.000323771,0.000613681,0.001651781,0.001308883,0.002031916,8.02e-05,0.055844238,0.007892919,0.0,0.002402556,0.0,7.94e-05,0.0,9.01e-05,3.05e-05,0,0,0,1,0,0
ENSG00000250198,0.340626112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.36e-05,0.0,4.37e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.99e-05,0.0,5.28e-05,0.0,0,0,0,0,0,0
ENSG00000250132,0.439701174,0.00386403,0.002084951,0.00047421,0.002020586,0.000784641,0.00024366,0.000903048,0.003083128,0.003505325,0.000967959,0.000948977,0.004830141,0.0,0.003544668,0.000771492,0.003556395,0.0,0.000579145,0.003185578,0.002873639,0.001682339,0.000566418,0.0,0.001883245,0.005842843,0.001175719,0.0,0.000968248,0.001060233,0.002826573,0.005080356,0,1,0,1,0,0
ENSG00000249859,0.454642476,0.042942971,0.022630404,0.005297898,0.031012828,0.027874525,0.025591874,0.021046496,0.03170065,0.0129299,0.014849764,0.013916721,0.017152269,0.050317801,0.042588446,0.008554088,0.101022249,0.034274528,0.085530143,0.040940571,0.010520273,0.011590663,0.027126605,0.036725819,0.013060595,0.003448637,0.033303514,0.0139872,0.004844968,0.0,0.008201544,0.010080774,0,0,1,0,0,0
ENSG00000249803,0.293845607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000710585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
ENSG00000249740,0.352721451,0.000970936,0.0,1.27e-05,0.0,0.0,0.0,0.00064308,0.001012772,0.000487921,0.0,0.0,0.0008651,0.0,0.0,0.0,0.0,0.000391537,0.000324109,0.0,0.000659362,0.000461005,0.0001042,0.001534087,0.00037922,0.0,0.000383387,0.0,0.000232226,0.0,0.000411224,0.000522515,0,0,0,0,0,0
ENSG00000249673,0.525080043,0.002493876,0.008122621,0.001652088,0.004639603,0.004002235,0.000970831,0.00145035,0.003791172,0.003800646,0.026459473,0.014933138,0.023657154,0.003714247,0.0,0.001478017,0.00892535,0.017272796,0.005528443,0.016128461,0.005002624,0.005868524,0.005664178,0.005928728,0.007327302,0.000958574,0.015463259,0.003371489,0.001752027,0.004554623,0.005492444,0.008479752,1,0,0,1,1,0
ENSG00000249592,0.526680896,0.001803871,0.001552854,0.000734261,0.001985384,0.0,0.003757688,0.004247063,0.006963926,0.002696404,0.000405731,0.00107904,0.007941173,0.002645711,0.000901898,0.003969801,0.001211236,0.001317672,0.006219167,0.003209174,0.001253116,0.003871565,0.001012605,0.008195256,0.00127585,0.004369314,0.003961661,0.00841824,0.00243392,0.006092331,0.007487441,0.010739581,0,0,0,0,0,0
ENSG00000249436,0.224831021,0.0,0.0,0.0,0.0,0.0,1.14e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000550796,0.0,0.000296488,0.0,0,0,0,0,0,0
ENSG00000249341,0.355211668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002991692,0.0,0.001114575,0.0,1,0,0,0,1,0
ENSG00000249087,0.54304518,0.001656013,0.00037464,0.000191214,0.002112111,0.001320907,0.001126926,0.001937449,0.003979386,0.001226222,0.00049847,0.000549154,0.009510553,0.000853646,0.0,0.007827262,0.002439653,0.001739327,0.0025052,0.003055795,0.003067183,0.008112372,0.000307255,0.008823886,0.000662028,0.003624747,0.001776358,0.003220925,0.00191954,0.000603909,0.003745738,0.005049015,1,0,0,0,0,1
ENSG00000248858,0.26378513,0.000103501,4.89e-05,7.65e-06,0.000161928,2.26e-05,0.000276021,0.00029828,0.000331616,4.49e-05,3.48e-05,0.000105977,0.000343822,0.000118288,0.0,0.001415756,2.58e-05,0.0,0.001283151,0.0,4.92e-05,0.0,0.0,0.0,2.25e-05,0.000214007,2.56e-05,5.72e-05,0.000723419,0.0,0.000259536,0.0,0,0,0,1,1,0
ENSG00000248690,0.464247599,0.00205523,6.52e-05,1.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001003738,0.0,0.0,0.0,0.000833262,0.000368948,0.0,0.001061859,0.000616717,0.000135461,0.0,0.0,0.0,0.0,8.95e-05,0.0,0.000219351,0.0,0.000233203,0.0,1,0,0,0,0,0
ENSG00000248461,0.328886517,0.0,0.0,0.0,0.0,0.0,0.0,0.000394057,0.005467175,0.003543845,2.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,0.0,1.79e-05,0.0,0,0,0,0,0,0
ENSG00000248092,0.35663465,0.002094659,0.000885018,0.000384977,0.002802067,0.002997443,0.001048878,0.001888192,0.005888416,0.003800646,0.000828851,0.000582874,0.006161064,0.002239589,0.0,0.00070111,0.001383043,0.001106844,0.001113127,0.00264285,0.001558194,0.000710078,0.001058026,0.001609061,0.001892886,0.004300208,0.003744409,0.00063275,0.003487648,0.013937044,0.009460819,0.012709641,1,0,0,0,1,0
ENSG00000248049,0.286197083,0.008501851,0.006450317,0.00164189,0.00875822,0.005639257,0.001956891,0.004663013,0.01822989,0.010393996,0.020564778,0.018926548,0.011179752,0.005910464,0.00461436,0.006205775,0.005824242,0.004141254,0.003974316,0.012034404,0.005406115,0.004918112,0.001835514,0.010790516,0.006302123,0.005477247,0.007846645,0.001747685,0.002376918,0.001706694,0.005605278,0.008606969,0,0,0,1,0,0
ENSG00000248015,0.746887229,0.000147858,0.001248799,0.00037223,0.000401301,0.000124188,0.000430212,0.008625479,0.005332736,0.002497384,0.0,0.0,0.0,0.000544125,0.000487654,0.000338374,0.001245597,0.000271064,0.000637591,0.000637116,0.000278835,0.002294099,5.61e-05,0.003166218,0.000269953,0.00255694,0.000396166,0.0,0.001739349,0.002291786,0.002711262,0.002971801,1,0,0,0,0,0
ENSG00000248008,0.448416933,0.016826271,0.005994234,0.001664835,0.004900097,0.005086057,0.000746208,0.000946832,0.003898723,0.002863324,0.009656404,0.00768334,0.008950456,0.00084576,0.016554017,0.000845934,0.021767889,0.0,0.000624308,0.008247106,0.003703582,0.001483517,0.002212236,0.004060141,0.004052512,0.001761101,0.011731629,0.002858809,0.002562961,0.002136636,0.002688188,0.00255096,0,0,0,0,0,0
ENSG00000247934,0.290110281,0.000364717,0.0,0.000165719,0.000161928,0.000129833,5.71e-05,0.0,0.000627381,0.0,0.000127516,0.000158966,0.001536107,0.000530325,0.0,0.0,0.000317842,0.0,0.000313482,0.0007551,0.000508463,0.000288401,0.000144276,0.0,0.001079813,0.000432473,0.000536741,0.0,0.000182522,0.0,0.000251089,0.000282856,1,0,0,1,0,0
ENSG00000247828,0.289043045,0.006683194,0.005701038,0.002549518,0.00304144,0.002895835,0.002375681,0.007276379,0.011015012,0.003235685,0.005274506,0.006984855,0.008850637,0.01429315,0.003497475,0.011227241,0.002327979,0.0,0.008131939,0.007786967,0.002916284,0.004365343,0.002297733,0.0,0.001818971,0.001232771,0.013124601,0.003971839,0.004120976,0.01058203,0.009840907,0.015222099,1,0,1,1,0,0
ENSG00000247796,0.352721451,0.002163659,0.001248799,0.000392626,0.000675875,0.000666098,7.61e-05,0.000673181,0.002437822,0.001637103,0.002086618,0.001425874,0.003172033,0.000542154,0.001216513,0.001609306,0.003221373,0.001445674,0.000592428,0.00324457,0.002476709,0.001055286,0.00110879,0.003137382,0.004373885,0.001317482,0.004920128,0.0,0.000635973,0.0,0.001409351,0.00207309,1,0,0,0,0,0
ENSG00000247708,0.437210957,0.002148874,0.009420286,0.002057461,0.002886551,0.002212802,0.001559041,0.003549253,0.005978042,0.003871266,0.001228786,0.001117577,0.004552865,0.004437776,0.006764232,0.002031596,0.002164762,0.0,0.000932476,0.003456942,0.00128592,0.002868716,0.000237789,0.002531821,0.000915913,0.002797699,0.002070288,0.000966277,0.000515693,0.0,0.001172358,0.001504314,1,0,0,1,0,0
ENSG00000247572,0.372287442,0.003356383,0.004104747,0.001175328,0.002752784,0.002111193,0.001340128,0.001351836,0.002966614,0.002189223,0.001582352,0.001531851,0.005661968,0.000916733,0.004609117,0.000924437,0.00287776,0.001942625,0.00365552,0.003539531,0.002676814,0.002685188,0.001707269,0.00335077,0.002937348,0.005780424,0.006734824,0.0,0.001752498,0.002622086,0.005311812,0.008255591,0,0,0,1,0,0
ENSG00000247556,0.363215937,0.023287678,0.026213914,0.010065497,0.013411904,0.020745014,0.006146695,0.009142679,0.032874748,0.019144469,0.0197765,0.015915835,0.018477646,0.009957889,0.024445621,0.012633522,0.025599175,0.003516301,0.010706211,0.014228913,0.012495079,0.007710358,0.011010415,0.019545195,0.0,0.022947816,0.052370607,0.023356471,0.026053856,0.066480626,0.047827885,0.064241052,0,0,1,1,0,0
ENSG00000247400,0.318036286,0.000433718,0.000678695,0.000435968,0.000528028,0.000705613,0.0,0.000623924,0.002760475,0.001470182,0.000104331,0.0,0.001208922,0.00040218,0.000382782,0.000400635,0.000403745,0.000195768,0.000802302,0.000389348,0.000521585,0.000340838,0.000892375,0.000761276,0.000555975,0.001199332,0.000651757,0.00041548,0.000817435,0.000787475,0.002071729,0.002598181,0,0,0,0,0,0
ENSG00000247373,0.503735326,0.000325288,0.000770997,0.000270249,0.000584351,0.000191927,0.000272213,0.000604769,0.001245799,0.000417301,0.0,0.000105977,0.000526824,0.000191232,0.000293641,0.000609073,0.000481058,0.000105414,0.001482399,0.0,4.59e-05,0.000476299,8.82e-05,0.001159216,0.000112481,0.000657626,0.000728435,0.000911007,0.00036084,0.001204295,0.001060019,0.001338478,1,0,0,1,0,0
ENSG00000247317,0.49662042,0.000483004,0.000499519,0.00010453,0.0,0.0,2.28e-05,0.000153245,0.000958996,0.000995102,0.000457897,0.000380554,0.001375287,0.000240519,0.0,0.0,0.00104802,0.001340261,0.00093779,0.001757967,0.000311639,0.000113613,0.001055354,0.0,0.0,0.0,0.0,0.0,0.000851596,0.00044473,0.001092407,0.000959358,1,0,0,0,0,0
ENSG00000247240,0.404838136,0.001335653,0.007129012,0.001537359,0.003379377,0.002506336,0.0007424,0.001080921,0.005413399,0.004089546,0.002660438,0.002061736,0.002861484,0.002633882,0.0,0.002110099,0.003745383,0.001882388,0.002348459,0.002890617,0.001584438,0.00084117,0.005490513,0.003714106,0.003200874,0.003593538,0.003079872,0.000790937,0.001288656,0.0,0.002315813,0.002835815,0,0,0,0,0,0
ENSG00000247095,0.720384205,0.0,0.012775754,0.002995684,0.003259691,0.001309617,0.000679582,0.043838885,0.027022182,0.022091254,0.00549476,0.0,0.010519836,0.02395729,0.0,0.024530743,0.005042522,0.063022363,0.01630904,0.049423646,0.001295762,0.009982609,0.001383983,0.031483393,0.00541192,0.001544865,0.002619808,0.0,0.000944332,0.0,0.001859694,0.002587634,0,0,0,0,0,0
ENSG00000247011,0.54304518,0.000384432,0.0,2.55e-06,0.0,0.0,0.0,0.000197029,0.000546717,0.00028248,0.0,0.0,9.43e-05,0.0,5.24e-05,5.28e-05,0.000403745,0.0,0.00024441,0.0,0.0,0.0,2.67e-05,0.0,0.0,0.0,0.000115016,0.0,2.53e-05,0.0,2.35e-05,1.7e-05,0,0,0,0,1,0
ENSG00000246792,0.348274635,0.0,0.002687632,0.000915277,0.000112646,0.0,0.0,0.000465207,0.000636343,0.00024396,0.0,6.26e-05,0.000166365,0.000203061,9.44e-05,0.001132875,8.59e-05,0.0,0.005501877,4.72e-05,3.28e-05,0.000131091,0.001196958,0.0,0.0,0.000209549,1.28e-05,0.0,0.000518056,0.0,0.000264789,6.63e-05,0,0,0,1,0,0
ENSG00000246731,0.625933831,0.0,0.0,3.82e-05,0.000225292,0.000214506,4.76e-05,0.0,0.0,0.0,0.0,6.26e-05,0.001330923,0.000360779,0.0,1.22e-05,1.72e-05,0.000489421,0.0,0.000696108,0.00016402,6.77e-05,0.0,0.0,0.000359938,0.0,0.000383387,0.000129599,0.000827834,0.000446935,0.001579535,0.001907801,0,0,0,1,0,0
ENSG00000246695,0.407328353,0.003247953,0.003344609,0.001149833,0.004914178,0.003584513,0.002173901,0.000166927,0.001245799,0.000417301,0.002643049,0.002230336,0.01272695,0.0,0.005699783,2.71e-05,0.00287776,0.007695204,0.003153418,0.012565334,0.004061147,0.004780466,0.001359937,0.006049841,0.002227114,0.00411518,0.00484345,0.003137067,0.001900929,0.0,0.004525429,0.00610061,1,0,0,0,0,0
ENSG00000246528,0.415688367,2.96e-05,0.000564674,5.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001287369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001623003,0.0,0.000223823,0.0,0.000325346,0.000260004,1,0,0,0,0,0
ENSG00000246334,0.670757737,0.001138509,0.0,0.000135124,0.0,0.0,0.0,0.006663401,0.004956307,0.0,0.0,0.000115611,0.00129765,0.001003478,0.001405282,0.0,0.003461902,0.0,0.001429266,0.0,0.000537987,0.006294571,0.000181681,0.0,0.0,0.0,5.11e-05,0.0,0.000649612,0.0,0.000444815,3.45e-05,0,0,0,1,0,0
ENSG00000246273,0.40981857,0.007506272,0.000749279,0.000234556,0.0,0.000666098,0.000215106,0.00069781,0.006533722,0.004834267,0.002440184,0.002244788,0.002562027,0.000311492,0.007508822,0.0,0.006674684,0.003832543,0.000799645,0.004164848,0.002151949,0.00046319,0.000756114,0.001401441,0.002072855,0.002053132,0.003884984,0.0,0.001216825,0.001788019,0.004063887,0.005954829,1,0,0,0,1,0
ENSG00000246263,0.339203131,0.001626441,0.001808043,0.00058129,0.000513947,0.00058707,0.000215106,0.000703283,0.001917992,0.001084982,0.000312993,0.000226406,0.002778302,0.001044879,0.0,0.000795855,0.00209604,0.0,0.002130616,0.000648914,0.000856187,0.000476299,0.002289717,0.002341502,0.001658284,0.0,0.002134185,0.001318864,0.002759998,0.00654953,0.007274629,0.010471901,1,0,0,0,0,0
ENSG00000246174,0.471540377,0.002015801,0.001694023,0.000790351,0.001217984,0.001614442,0.000504452,0.002139951,0.009043244,0.006837311,0.001199805,0.00124764,0.006682342,0.000561869,0.002973116,0.001224913,0.002276437,0.000248475,0.002964797,0.001061859,0.003546123,0.002372754,0.001731315,0.0,0.001054103,0.009391796,0.000204473,0.0,0.002277609,0.011862836,0.007672397,0.011492131,1,0,0,0,1,0
ENSG00000246089,0.509605123,0.001537726,0.011890736,0.001575602,0.003407539,0.002178932,0.000439729,0.001732211,0.0054851,0.004115226,0.002411203,0.001401788,0.003992769,0.002010898,0.0,0.00142523,0.0057727,0.006754009,0.000757139,0.006689713,0.001436819,0.000970076,0.001383983,0.004169719,0.005231951,0.00670333,0.005367412,0.0,0.000962505,0.001995261,0.001805876,0.002847768,0,0,0,0,0,0
ENSG00000245910,0.418000711,0.156463624,0.144442574,0.086568884,0.0,0.142155562,0.008394835,0.0,0.093354246,0.120561366,0.073889456,0.0,0.087474907,0.015414915,0.228174863,0.019651394,0.0,0.0,0.063899877,0.087768562,0.246414513,0.009897399,0.19373093,0.087206519,0.249552488,0.110336326,0.277955272,0.033745383,0.075534908,0.193642199,0.230706534,0.391111972,1,0,1,0,0,0
ENSG00000245849,0.426894344,0.004140032,0.006792379,0.003515785,0.006118081,0.002241026,0.010016694,0.014963235,0.020748376,0.003762126,0.0,0.003935604,0.010658474,0.003392898,0.002842026,0.006554976,0.003719612,0.0,0.015148094,0.005592458,0.001102218,0.02023177,0.000625197,0.020917799,0.000986615,0.004012635,0.002044728,0.007345234,0.001796765,0.002478924,0.004513051,0.005800573,1,0,0,0,0,0
ENSG00000245694,0.279437922,0.034687551,0.002242408,0.002386349,0.003492023,0.003172435,0.0,0.0,0.0,0.0,0.009714365,0.014181664,0.014739971,0.005194821,0.017749556,0.013199283,0.039051628,0.0,0.053977371,0.003303562,0.011796352,0.012283262,0.021360899,0.053508504,0.012928832,0.049402229,0.029111821,0.032729553,0.021742855,0.0,0.015641508,0.011743876,0,0,1,0,0,0
ENSG00000245571,0.373532551,0.00131101,0.009708053,0.002363403,0.002597896,0.001783789,0.000462573,0.000498045,0.001066547,0.000455821,0.002816934,0.001738988,0.003654492,0.002742313,0.0,0.0,0.002181943,0.0,0.002205001,0.009297167,0.001072694,0.002069059,0.002407276,0.001724406,0.000507769,0.0,0.000792332,0.0,0.000694237,0.0,0.001600106,0.002325476,1,0,0,1,1,0
ENSG00000245556,0.379224475,0.005027181,0.00320344,0.001246714,0.001647446,0.002585365,0.0007424,0.00156802,0.007179028,0.005835789,0.002666234,0.002124359,0.00893382,0.002117358,0.0,0.001896246,0.011407955,0.00421655,0.002643345,0.004731173,0.009582076,0.005361637,0.00559204,0.007433979,0.003850047,0.003963592,0.009827476,0.003867016,0.002511084,0.00137929,0.005364565,0.007099167,0,0,0,1,0,0
ENSG00000245552,0.287797937,0.000325288,0.004023304,0.000782702,0.001217984,0.000626584,0.000533005,8.48e-05,0.0,0.0,0.001014328,0.000698485,0.00168029,0.001111908,0.0,6.5e-05,0.0,0.0,0.00070932,0.000318558,0.000708568,0.000519996,7.21e-05,0.000207621,5.46e-05,0.004725993,0.001111821,0.0,0.001640927,0.0,0.002031978,0.001685719,1,0,0,1,0,0
ENSG00000245532,0.409462825,0.14489125,0.001465981,0.001277309,0.039404948,0.0,0.100111741,0.098265327,0.05326462,0.016332505,0.0,0.129258353,0.179358495,0.100170335,0.043175728,0.0,0.170363371,0.0,0.88989339,0.0,0.053615011,1.0,0.041284379,1.0,0.035566339,0.004139702,0.102926518,0.020009758,0.272031857,0.067769904,0.266070374,0.257332977,0,0,1,0,1,1
ENSG00000245526,0.302383493,0.0,3.8e-05,2.04e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91e-06,0.0,0.0,0.0,0.0,0.005204335,0.0,0.0,0.0,0.000184353,0.0,0.0,4.46e-06,0.000984026,0.000405951,0.003692709,0.0,0.001494589,8.53e-05,0,0,0,1,0,0
ENSG00000245522,0.62113127,0.000596362,0.0,3.82e-05,0.000295696,0.00029918,9.71e-05,0.000161454,0.000976921,0.000988682,0.00037675,0.00043836,0.000216275,2.17e-05,0.0,0.0,0.00130573,0.001061667,5.05e-05,0.001451208,0.000255872,0.000253443,0.000109543,0.000865087,0.001375476,0.00096972,0.000766773,0.0,0.000123084,0.0,0.000253604,0.00025603,0,0,0,0,1,0
ENSG00000245060,0.539665599,0.006402263,0.002866807,0.000660325,0.00438615,0.003844178,0.000473994,0.0,0.0,0.0,0.005935268,0.003853713,0.011229662,0.003254895,0.002270475,0.00187053,0.005557942,0.004096077,0.002826652,0.006477341,0.003090146,0.000932934,0.006404262,0.004884857,0.004010734,0.00055954,0.005571885,0.000529833,0.006377059,0.011323979,0.014131289,0.019082271,0,0,0,0,0,0
ENSG00000245025,0.571149057,0.000349931,0.00012488,6.12e-05,0.000704037,0.000440302,0.000483512,0.000336591,0.000206139,0.00014124,4.06e-05,0.000115611,0.000787463,0.000479067,0.0,2.44e-05,0.001099562,0.000594835,0.000143458,0.000943875,0.000200105,0.000694784,3.47e-05,0.000513285,0.000366365,0.0,0.000230032,7.62e-05,0.00171181,0.002442465,0.005122374,0.007967893,1,0,0,1,0,0
ENSG00000244879,0.383849164,0.011321015,0.021034114,0.00809217,0.007068531,0.005955371,0.00352545,0.026464785,0.038664575,0.01269236,0.001704071,0.00406085,0.015244613,0.005326909,0.011845272,0.007582279,0.021802251,0.006460357,0.02806462,0.009014005,0.005655426,0.025589037,0.012330275,0.026529329,0.003483682,0.01711389,0.011271565,0.009296847,0.003413735,0.003050724,0.006458466,0.007621068,0,0,0,1,0,0
ENSG00000244733,0.202596941,0.000581576,0.000407217,0.000130025,0.000401301,0.000440302,0.000386429,0.000145035,0.00051983,0.00010914,0.0,0.000510617,0.000171911,0.000360779,0.000513872,0.000228741,0.000240529,2.26e-05,0.000217844,0.000365752,0.0,0.0,7.75e-05,0.0,0.00035351,0.0,0.000894569,4.76e-05,0.000410531,0.001391238,0.001146453,0.001718069,0,0,0,0,0,0
ENSG00000244701,0.351654216,0.002661449,0.0,0.00026515,0.002717583,0.00114027,0.007509665,0.002692726,0.003710509,0.00021186,0.0,0.000828548,0.002362388,0.006288986,0.0,6.63e-05,0.00079031,0.0,0.00300199,0.000766898,0.000200105,0.0,9.62e-05,0.004181253,0.000443495,0.0,0.000881789,0.0,0.001423854,0.001708353,0.002620184,0.002463675,0,1,0,0,0,0
ENSG00000244625,0.451796514,0.002769878,0.002063233,0.000382428,0.004329827,0.004713493,0.0021206,0.0,0.000941071,0.000481501,0.00152439,0.002201434,0.006621341,0.003404727,0.0,0.001641789,0.002714543,0.002258866,0.002414875,0.004176646,0.002352054,0.003792911,0.000980544,0.003944796,0.002458503,0.000693294,0.000792332,0.0,0.001555578,0.0,0.003536932,0.004453289,0,0,0,0,0,0
ENSG00000244342,0.319815012,0.0,0.020545454,0.003021179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000127547,2.37e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08e-06,0.0,5.49e-06,0.0,0,0,0,0,0,0
ENSG00000243701,0.311632871,0.001867943,0.000559245,0.000175917,0.001239105,0.001343487,0.00135726,2.74e-05,0.000152364,3.21e-05,0.00499629,0.003039616,0.008096448,0.00018729,0.0,0.0,0.001640753,0.002507341,0.001115784,0.004790165,0.003811836,0.005682811,0.000571761,0.003679503,0.002072855,0.0,0.001750799,0.000478374,0.001788461,0.000440423,0.00315995,0.003654345,0,0,0,1,0,0
