ID,gene_length,GC_content,repeat_coverage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,MCF.7_cell,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_L1
ENSG00000259970,0.000283827,0.681074351,0.0,0.417910448,0.547263682,0.402985075,0.217200521,0.0,0.000162644,0.0,0.001517462,0.0,0.0,0.047174691,0.018561506,0.000693361,0.0,0.0,0.0,0.000428726,0.0,0.01011955,0.0,0.001419746,0.0,0.0,0.0,0.004077924,0.0,0.0,0.008774383,0.0,0.0,0.0,0.0,0.0,0.0,0.000380434,0.0,0.000266194,0.0,0,0,0,0,1,0,0
ENSG00000259959,0.002701568,0.292422625,0.125208149,0.0,0.0,0.0,0.216507195,0.0,0.000606219,0.001791098,0.000551118,0.0,0.000596587,0.000673181,0.001371275,0.00026322,0.001046561,0.000484933,0.0,0.0,0.001208922,0.000512582,0.000309372,0.000129178,0.000883235,0.00027489,0.000248475,0.00158335,0.002583857,0.000436294,0.000766885,0.00024046,0.000903058,0.0008859,0.00106009,0.001096787,0.001610224,0.000344609,0.000880921,0.000857275,0.001422796,0,0,0,0,0,0,0
ENSG00000259954,0.003682595,0.591426539,0.11064279,0.0,0.0,0.0,0.230145374,0.0,1.48e-05,0.0,0.0,0.0,2.29e-05,6.29e-05,4.48e-05,0.0,0.0,0.0,0.0,0.0,6.1e-05,0.0,1.57e-05,3.74e-05,2.34e-05,2.58e-05,0.0,0.000175337,0.0,0.0,0.000122352,0.0,0.0,0.0,0.0,0.000247446,0.0,0.000615587,0.0,0.000459381,8.31e-05,0,0,0,1,0,0,0
ENSG00000259953,0.003325207,0.389718961,0.035651263,0.0,0.0,0.0,0.216795111,0.0,0.000916721,0.000825526,0.000838001,0.000195464,5.1e-05,0.00058014,0.001774591,0.001778343,0.001774912,8.76e-05,4.06e-05,5.78e-05,0.000998192,0.00026812,0.0,3.38e-05,0.00059817,0.000317842,6.78e-05,0.000172681,0.0,0.000193544,0.000244704,6.15e-05,0.0,3.66e-05,0.0,0.000650939,0.000383387,0.001326442,0.000909079,0.002162786,0.002418534,0,1,0,0,0,0,1
ENSG00000259943,0.000958894,0.344895055,0.719514264,0.064676617,0.084577114,0.0,0.215987339,0.0,0.002242517,0.01126254,0.004280602,0.002812512,0.001287507,0.00163096,0.008613041,0.005649609,0.017179871,0.000739187,0.001107067,0.001835331,0.006920799,0.001723064,0.0,0.002834664,0.006645295,0.002508376,0.001799563,0.001474429,0.003397949,0.004520404,0.001710743,0.003243544,0.004518503,0.004126876,0.004484996,0.008560289,0.004523962,0.001675595,0.003808162,0.00369429,0.005075979,1,0,0,0,0,0,0
ENSG00000259940,0.001053286,0.501422981,0.067077169,0.497512438,0.373134328,0.472636816,0.219135016,0.0,0.000187287,0.000199011,0.000128343,1.09e-05,7.65e-06,0.0,0.000224065,5.78e-05,1.06e-05,0.000287929,0.000162292,0.0,0.00027173,0.000226719,9.96e-05,0.000182297,0.000163562,0.000180397,0.000135532,0.000348018,0.000141581,3.61e-05,0.000281846,4.54e-05,0.0,0.0,0.0,0.0,0.000230032,0.00037786,0.0,0.000391506,0.000346209,0,0,0,1,0,0,0
ENSG00000259891,0.00140807,0.486837424,0.709723466,0.0,0.0,0.0,0.216850533,0.001786197,0.000527361,0.000700223,0.001147534,0.000624399,0.000293195,0.000960515,0.003047278,0.002189223,0.001212738,6.4e-05,1.74e-05,0.000158966,0.001447379,0.000262205,0.000749834,0.000708666,0.001579543,0.001709475,0.000293653,0.001647109,0.000566325,0.000433014,0.000956967,0.000462218,0.000314945,0.001320308,0.001023847,0.000630875,0.000996805,0.000466004,0.00048015,0.000926264,0.001168933,1,0,0,0,0,0,0
ENSG00000259883,0.004816603,0.43205265,0.133656758,0.0,0.0,0.094527363,0.230125976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-05,0.0,0.0,0.000137445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76e-05,0.0,8.68e-05,0.0,0,0,0,0,0,0,1
ENSG00000259877,0.001546078,0.477588047,0.172501071,0.0,0.0,0.0,0.2159624,0.003692619,0.000995579,0.001584716,0.001872292,0.001840621,0.000560894,0.000779905,0.003791172,0.003235685,0.002068373,0.000223945,0.000295604,0.000462446,0.006937436,0.000289806,0.002065975,0.001123966,0.004846111,0.002396701,0.00202545,0.000789019,0.002300695,0.00400866,0.001195116,0.002268343,0.003123745,0.002069539,0.00501051,0.002648339,0.001277955,0.00076714,0.001152833,0.00134699,0.001737931,1,0,0,0,0,0,1
ENSG00000259863,0.000999906,0.622732124,0.072275892,0.0,0.179104478,0.0,0.216064376,0.0,9.86e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002548462,0.000173862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000155421,0.0,0.000307583,0.000439971,1,0,0,0,0,0,0
ENSG00000259826,0.001410023,0.464959089,0.07052221,0.542288557,0.875621891,0.378109453,0.216026689,0.000334912,0.000167573,0.000589662,0.000566217,0.000287767,8.92e-05,0.00018061,0.000259915,0.00018618,0.000314676,3.87e-05,3.48e-05,5.3e-05,0.000615552,0.000378522,0.000194013,0.000259562,0.000448627,0.000566962,0.0,0.000462253,0.0,0.000367406,0.000637978,0.000203055,8.03e-05,0.0,0.000561757,0.0,0.000217252,0.000231671,0.000124521,0.000445841,0.000487263,1,0,0,0,0,0,0
ENSG00000259807,0.001818839,0.596584845,0.0,0.0,0.0,0.0,0.260652541,0.0,0.0,0.0,0.0,0.0,5.1e-06,0.0,2.69e-05,0.0,0.0,0.0,0.0,0.0,0.000970465,0.0,0.0,0.0,0.0,0.0,0.008982757,0.0,0.017072336,0.000298517,0.0,0.0,0.000636318,0.0,0.0,0.0,0.0,8.44e-05,0.0,8.08e-05,4.95e-05,0,1,0,0,0,0,1
ENSG00000259804,0.000540965,0.690145856,0.0,0.621890547,0.68159204,0.462686567,0.215975701,0.000541012,0.000182359,0.0,0.000845551,0.000412647,0.00021161,0.000574667,0.000564643,0.00021186,0.000374782,0.0,0.0,3.37e-05,0.0,0.000737329,0.000214987,0.000567416,0.000163562,0.000549781,0.0,0.000454283,0.000165178,0.0,0.000493778,0.0,0.000183183,0.0,0.0,0.0,0.000920128,0.000138746,0.0,0.000182868,0.000210197,1,0,0,0,0,0,0
ENSG00000259802,0.000542267,0.589114194,0.0,0.094527363,0.263681592,0.0,0.215976809,0.001017617,0.001039937,0.000655999,0.001826994,0.00085787,0.000277897,0.00018061,0.000842483,0.001097822,0.0007531,6.06e-05,0.000672355,0.00026976,0.003233034,0.000457381,0.001452475,0.000828185,0.00237866,0.00235375,0.001325201,0.00093779,0.001120851,0.001341687,0.000620499,0.001704597,0.003859689,0.000695541,0.003397724,0.003136543,0.001904153,0.000251128,5.27e-05,0.000561562,0.000800539,1,0,0,0,0,0,0
ENSG00000259775,0.000407514,0.251156172,0.0,0.0,0.0,0.0,0.216274701,0.0,0.0,0.000965571,0.0,0.000342062,6.88e-05,0.0,0.000206139,0.0,0.00028639,0.0,0.0,0.0,0.001447379,0.000285863,0.000125846,4.23e-05,0.001556177,0.000300661,0.0,0.000557892,0.002725439,0.000856187,0.0,0.000267178,0.000572044,0.0,0.0,0.00105889,0.001175719,0.000982335,0.000134219,0.00103685,0.000773425,1,0,0,0,0,0,1
ENSG00000259768,0.082275436,0.308786909,0.0,0.169154229,0.0,0.154228856,0.325275938,0.001562923,0.001616584,0.001901659,0.001940238,0.000749279,0.000191214,0.000946832,0.000958996,0.000430141,0.001594592,0.000383906,0.00092159,0.000563606,0.001774564,0.000829988,0.001536372,0.0,0.002149673,0.001675114,0.000647542,0.001524905,0.001274231,0.00080042,0.000585541,0.001055354,0.001295133,0.000695541,0.002047695,0.000619729,0.00171246,0.000191706,0.0,0.000133892,0.0,0,0,0,1,0,0,0
ENSG00000259736,0.063188696,0.457488438,0.171873179,0.059701493,0.0,0.0,0.267827992,0.0,0.0,0.001076133,0.00069456,0.000179175,0.000170818,0.0,0.000170289,0.00021828,0.000473781,0.0,6.38e-05,0.0,0.00038264,0.0,0.000283154,0.000125556,0.0,0.0,0.0,0.000618994,0.0,0.0,5.46e-05,0.000566418,0.0,0.0,0.0,0.0,0.0,3.96e-05,0.0,1.4e-05,0.0,0,0,0,1,0,0,0
ENSG00000259727,0.002385192,0.480789755,0.184421147,0.069651741,0.0,0.0,0.230131241,0.0,0.000556933,0.0,0.0,0.0,0.0,0.0,0.000259915,0.00012198,0.0,1.68e-05,6.38e-05,7.23e-05,0.0,0.0,0.0,0.0,0.00023366,0.001254188,0.0,0.000781049,0.000271364,0.0,7.21e-05,0.000213743,0.0,0.0,0.0,0.0,0.0,5.01e-05,0.0,5.59e-05,0.0,0,1,0,0,0,0,0
ENSG00000259705,0.003904579,0.39167556,0.055076066,0.47761194,0.945273632,0.572139304,0.215976809,0.0,0.000113358,0.000117932,0.0,0.000200894,2.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.41e-05,0.001220013,3.35e-05,0.0,3.38e-05,0.0,0.0,0.0,0.0,0.000471937,0.000442855,0.000205376,0.0,0.0,0.0,0.0,0.0,1.28e-05,6.03e-05,0.0,8.49e-05,9.12e-05,1,0,0,0,0,0,0
ENSG00000259673,0.07691852,0.367129136,0.14291805,0.0,0.0,0.0,0.216106219,0.000536718,0.001646155,0.00296305,0.002045932,8.69e-05,3.06e-05,0.001067239,0.003235492,0.001232642,0.0,0.000228996,0.000886813,0.000905623,0.001214467,0.001056707,0.000854705,0.000318719,0.001472059,0.001013659,3.76e-05,0.00204826,0.000318558,0.000150899,0.000159495,0.00169391,9.64e-05,0.0,0.000163091,0.000428014,0.00029393,0.000506744,0.002592872,0.0015619,0.002199594,0,0,0,1,0,0,1
ENSG00000259663,0.006854171,0.369085735,0.057079699,0.930348259,0.955223881,0.930348259,0.215964894,0.0,0.0,0.0,0.0,3.26e-05,2.55e-06,0.0,0.0,0.0,0.0,0.000127969,0.000382547,0.00047208,0.020490667,0.0,0.0,0.0,0.000266373,0.0,0.0,1.86e-05,0.0,0.002112584,0.002621828,0.0,0.0,0.0,0.000634242,0.005508457,0.0,0.000380289,0.0,0.00038991,4.73e-05,1,0,0,0,0,0,1
ENSG00000259658,0.005561975,0.359302739,0.0,0.0,0.0,0.0,0.219411017,0.0,0.002104516,0.030655041,0.018020807,0.001449692,0.000655226,0.003248237,0.004579879,0.001746243,0.004507992,0.000358649,0.0,0.0,0.003854131,0.008849924,0.0,0.0,0.00023366,0.002439653,0.000978842,0.000765109,0.003433345,0.002270043,0.008879256,3.74e-05,0.000652387,0.001413046,0.0,0.0,0.003335463,0.003435575,0.0,0.003069491,0.002669851,0,0,0,0,0,0,0
ENSG00000259642,0.002704823,0.624866596,0.0,0.049751244,0.0,0.0,0.21620681,0.0,0.000512575,0.000626516,0.001094687,0.000847011,0.000163169,0.000194292,0.000761819,0.000686941,0.00026164,8.76e-05,0.000591208,0.000231223,0.000743099,0.000216862,0.0,0.000218515,0.000336471,0.00158062,0.002454634,0.000207217,0.002383284,0.000436294,0.00015731,0.000927108,0.000774509,0.000802923,0.006514569,0.000356679,0.000741214,0.000730763,0.0,0.001197422,0.00146408,0,0,0,1,0,0,0
ENSG00000259635,0.011904475,0.487726788,0.307911508,0.0,0.0,0.0,0.216512183,0.0,2.96e-05,3.69e-05,0.0,0.0,5.1e-06,1.37e-05,0.0,0.0,7.07e-06,0.0,0.0,0.0,9.98e-05,0.0,1.05e-05,0.0,3.74e-05,6.01e-05,0.0,7.97e-05,2.36e-05,0.0,0.000207561,1.07e-05,0.0,0.0,0.0,0.0,0.0,4.9e-05,0.0,9.71e-05,9.65e-05,0,0,0,0,0,0,0
ENSG00000259623,0.001863105,0.23959445,0.0,0.0,0.0,0.0,0.215985677,0.001816254,0.006525478,0.009582004,0.003533195,0.0,0.000864287,0.000883893,0.007922922,0.003652986,0.0,0.001239274,0.003413939,0.003068519,0.003782039,0.000443581,0.004346937,0.000269221,0.004972288,0.002980844,0.000685189,0.001291121,0.003445143,0.001541792,0.00038672,0.001629787,0.005154821,0.001818169,0.009124021,0.008127816,0.013265176,0.002953106,0.001376649,0.006003096,0.008626888,0,0,0,0,0,0,0
ENSG00000259583,0.017157885,0.483279972,0.101918865,0.089552239,0.189054726,0.213930348,0.215955195,2.58e-05,0.001779228,0.001201436,0.001049389,0.0,1.02e-05,0.0,0.0,0.0,4.95e-05,9.6e-05,0.000220254,0.000216771,0.001064738,0.000843789,0.001095911,0.0,0.000345817,0.002078859,0.00085084,5.58e-05,0.001262433,0.000419892,0.000471929,4.27e-05,0.001436537,0.0,0.0,0.0,0.000102236,0.006665615,0.00278717,0.009728125,0.013605448,0,0,0,1,0,0,0
ENSG00000259539,0.009631252,0.583600142,0.0,0.0,0.0,0.0,0.225272973,0.001185073,0.000359788,0.00075919,0.00206858,0.000287767,4.59e-05,0.000851055,0.001102397,0.0,0.0,0.0,0.0,0.0,0.001486197,0.000780702,0.0,0.000612085,0.000406569,0.000326432,0.0,0.00043303,0.0,0.000190264,0.000784363,0.000253819,0.0,0.0,0.0,0.0,0.0,0.000505823,0.0,0.000480973,0.000385823,0,0,0,0,1,0,0
ENSG00000259523,0.000900306,0.475275703,0.188474947,0.228855721,0.0,0.487562189,0.256471526,6.01e-05,0.001646155,0.0,0.0,0.0,3.31e-05,0.0,0.000116514,0.0,4.24e-05,8.42e-05,0.000162292,0.000173417,0.001502834,0.0,0.0,5.92e-05,0.000654248,0.002766085,0.0,0.000332079,0.002914214,0.000495342,9.39e-05,0.00049428,0.000118908,0.0,0.001014787,0.0,0.000268371,0.000194848,0.0,0.000370576,0.000416297,0,0,0,0,0,0,0
ENSG00000259518,0.005880304,0.430451797,0.0,0.0,0.0,0.0,0.224964551,0.0,0.000271074,0.0,0.0,0.0,2.55e-06,0.0,0.0,0.0,0.000134356,0.0,0.0,0.0,0.000571188,0.0,0.0,0.0,0.0,2.58e-05,0.0,0.0,0.000283162,7.54e-05,0.000323359,0.0,0.000681311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
ENSG00000259498,0.002139121,0.573461402,0.141213689,0.278606965,0.169154229,0.054726368,0.217782172,3.86e-05,8.38e-05,0.0,0.0,0.0,2.55e-06,8.21e-05,8.07e-05,0.0,0.0,0.0,0.0,9.63e-06,0.000327185,0.0,0.0,0.0,1.87e-05,0.0,0.0,0.000116892,0.0,9.84e-06,0.000410753,0.0,0.0,8.54e-05,0.0,0.0,0.0,0.00072222,0.000725531,0.001325299,0.001714102,0,0,0,1,0,0,0
ENSG00000259488,0.012652451,0.399324084,0.051391243,0.0,0.0,0.0,0.216165243,0.000811518,0.000448503,0.002012221,0.000890848,0.001330242,0.000382428,0.000218921,0.000331616,9.63e-05,0.000951098,0.0,0.0,7.23e-05,0.000388186,0.000668328,0.000477167,0.001291776,0.000630882,0.000343613,0.0,0.000759796,0.0,6.56e-05,0.000426047,0.0001042,8.68e-05,0.001422808,7.25e-05,0.000552852,0.00086901,0.000492935,0.0,0.000493545,7.95e-05,0,0,0,1,0,0,1
ENSG00000259460,0.000499302,0.424581999,0.093960789,1.0,1.0,1.0,0.216491954,8.59e-05,0.0,0.000987683,0.000415226,0.0,0.0,0.0,0.0,7.7e-05,0.000169713,0.0,0.0,0.0,0.0,0.0,0.0,9.9e-05,0.000303758,6.87e-05,0.0,0.00019659,0.0,8.53e-05,5.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000737511,0.0,0.001021973,0.00115448,0,0,0,1,0,1,0
ENSG00000259450,0.003778289,0.319459267,0.324896729,0.044776119,0.0,0.0,0.323125852,0.0,1.97e-05,0.0,0.0,1.63e-05,2.55e-06,4.65e-05,0.000152364,6.42e-05,0.0,0.000286245,0.002046045,0.000626228,1.11e-05,0.0,0.0,0.0,0.0,0.0,1.51e-05,6.64e-05,0.000176977,1.64e-05,1.75e-05,4.01e-05,1.93e-05,0.0,0.0,0.0,0.0,1.46e-05,0.0,1.12e-05,0.0,1,0,0,0,0,0,1
ENSG00000259438,0.00522672,0.42191391,0.528076423,0.358208955,0.343283582,0.472636816,0.234512052,0.000279093,0.000182359,0.000449617,0.0,0.0,8.41e-05,0.000125879,0.0,0.0,0.00033589,0.0,0.0,2.89e-05,0.000360458,0.000165603,0.0,7.36e-05,0.000219641,0.000919165,0.0,0.0,0.000365752,0.000337882,0.000124537,0.000480921,0.0,0.000158632,0.0,0.0,0.00028115,1.31e-05,0.0,6.84e-06,0.0,0,0,0,0,0,0,0
ENSG00000259426,0.011755401,0.43205265,0.04899613,0.059701493,0.0,0.0,0.216165797,8.59e-06,0.000256288,0.0,0.0,0.0,2.55e-05,5.47e-05,0.000107551,0.0,6.36e-05,0.00041253,0.000394139,0.000385371,0.000471369,0.0,0.0,0.000253526,0.000724346,0.000446697,0.002883819,0.001384103,0.00422384,0.001161265,0.001697633,0.000350003,0.0003278,0.0,0.000353363,0.000682148,0.00171246,0.003075375,0.0,0.002220974,0.001649901,0,0,0,1,0,0,0
ENSG00000259408,0.003226909,0.376912131,0.239047071,0.0,0.0,0.0,0.367212451,0.0,0.000645648,0.000176899,0.0,0.0,0.000155521,0.000273651,0.0,6.42e-05,0.0,0.000708878,0.0,0.000761108,0.000282821,0.0,0.0,0.0,0.000486013,0.000412336,4.52e-05,0.00089794,0.00082589,9.84e-05,0.000972261,0.0,0.0,0.0,0.0,0.0,6.39e-05,0.00010476,0.0,0.000139556,0.000142131,0,0,0,1,0,0,0
ENSG00000259366,0.000444619,0.348096763,0.025130488,0.343283582,0.427860697,0.293532338,0.261821385,0.0,0.002789593,0.008918634,0.002785789,0.000722131,0.000232006,0.002958167,0.004830831,0.001271162,0.009164483,0.001198863,0.0,0.0013488,0.004891142,0.005307194,0.0,0.0,0.002317909,0.00052401,0.000240946,0.001253928,0.002300695,0.000423173,0.000721003,0.00014962,0.0,0.0,0.001984271,0.0,0.002824281,0.001496953,0.003350236,0.003678127,0.006557713,0,0,1,0,0,0,0
ENSG00000259363,0.045606372,0.270366418,0.0,0.0,0.0,0.0,0.236305499,0.0,0.001163152,0.011601595,0.01830014,0.00246502,0.00021416,0.005568797,0.009150795,0.008018592,0.0,0.0,0.0,0.0,0.004375409,0.008291998,0.0,0.0,0.000327124,0.002869169,0.002560048,0.000201904,0.005002537,0.003647815,0.002914598,0.000101528,0.001028393,0.0,0.0,0.0,0.001853035,0.001022481,0.0,0.00166194,0.002042353,1,0,0,0,0,0,0
ENSG00000259345,0.36572459,0.317502668,0.263454861,0.089552239,0.0,0.0,0.25859113,0.0,0.0,0.0,0.0,0.001037046,0.000387527,0.0,0.000430204,0.0,0.0,0.001023748,0.001727256,0.001223554,0.000199638,0.0,2.62e-05,0.0,0.001168301,0.000206168,0.0,0.000156741,0.000342155,3.94e-05,6.12e-05,0.000117558,0.0,0.0,0.0,0.0,0.000255591,0.000147272,0.0,0.000135978,0.0,1,0,0,0,0,0,1
ENSG00000259343,0.024472299,0.400035575,0.083000069,0.0,0.0,0.0,0.227671071,0.00174326,0.000453432,0.001275144,0.003178366,0.0,0.00148127,0.000810007,0.001478826,0.0,0.001106668,0.0,0.000683947,0.000500983,0.001763473,0.001011364,0.0,2.54e-05,0.0,0.0007989,0.011693397,0.002661941,0.009710112,0.000593754,0.0,0.000700007,0.0,0.002894427,0.0,0.0,0.000268371,0.000337774,0.0,0.000417966,0.0,0,0,0,1,0,0,0
ENSG00000259330,0.000932204,0.375133404,0.0,0.393034826,0.666666667,0.930348259,0.217261208,0.002022353,0.000783649,0.001761614,0.000898398,0.0,0.00058384,0.000276387,0.003325118,0.000622741,0.006855684,0.001099519,0.0,0.004065667,0.006438339,0.000313464,0.001032987,0.001449928,0.000574804,0.000472468,0.000406596,0.000626964,0.003775499,0.001322005,0.001243183,0.000451531,0.0,0.0,0.0,0.0,0.002236422,0.003650055,0.007272268,0.007700053,0.009784599,0,0,0,0,0,0,0
ENSG00000259326,0.00134167,0.271611526,0.0,0.0,0.0,0.0,0.233329629,0.0,0.000108429,0.000213752,6.04e-05,0.000233471,4.84e-05,0.000317435,0.000286803,0.0,0.000258105,0.000287929,0.0,0.000187869,0.000177456,0.000155746,0.0,0.0,0.0,3.44e-05,0.0,0.000146115,0.000330356,0.0,0.000146385,0.0,0.0,0.000173275,0.0,0.0,0.000115016,8.81e-05,0.0,0.000114199,9.3e-05,0,0,0,1,0,0,0
ENSG00000259291,0.004965677,0.571682675,0.196814505,0.527363184,0.482587065,0.482587065,0.236801801,0.002679296,0.001306081,0.004341385,0.00518655,0.001922064,0.000379878,0.000755277,0.001684965,0.000738301,0.0,7.24e-05,0.0,0.00010116,0.005162872,0.001993155,0.000325103,9.05e-05,0.002986177,0.000859033,0.002800994,0.005788793,0.005250304,0.000298517,0.00037361,0.000801535,0.000234602,0.000136668,0.000933242,0.000771318,0.000383387,0.002521733,0.003653839,0.005702218,0.007174624,0,0,0,1,0,0,0
ENSG00000259287,0.004007434,0.400035575,0.0,0.0,0.0,0.0,0.369433753,0.0,0.001887657,0.000619145,0.000815353,0.003865846,0.000512453,0.001034401,0.0,0.000520021,0.0,0.003436629,0.0,0.001435508,0.000915009,0.000461324,0.001934885,0.0,0.001901994,0.001761017,0.0,0.001724152,0.002808028,0.000344443,0.004518283,0.000187025,0.0,0.0,0.0,0.0,0.0,9.68e-05,0.0,0.000107484,0.000101497,0,0,0,0,0,0,0
ENSG00000259275,0.03222287,0.434364995,0.088450771,0.766169154,1.0,0.935323383,0.21982086,8.59e-05,1.48e-05,0.0,0.0,0.0,0.0,0.000125879,0.0,5.78e-05,0.00018032,4.04e-05,0.0,0.0,1.66e-05,8.87e-05,0.0,6.04e-06,0.00192536,0.0,0.0,0.003713966,0.000519131,0.0,1.75e-05,0.000358019,0.0,0.0,0.0,0.0,1.28e-05,9.67e-05,0.0,0.000101581,0.0,0,1,0,0,0,0,0
ENSG00000259244,0.008880021,0.368374244,0.0,0.218905473,0.199004975,0.199004975,0.236464836,0.0,0.001325796,0.00095083,0.0,0.0,0.00037223,0.003645031,0.004140713,0.000545701,0.002124944,0.002034026,0.001037513,0.001594474,0.00319976,0.000285863,0.0,0.000120727,0.001733758,0.0,0.0,0.001168916,0.005946412,0.000410051,0.0,9.35e-05,0.0,0.0,0.0,0.0,0.002990415,4.67e-05,0.0,5.22e-05,0.0,1,0,0,0,0,0,0
ENSG00000259209,0.002478282,0.360192102,0.0,0.0,0.0,0.0,0.28596115,0.000364968,0.0,0.000832897,0.0,0.000428935,0.000132575,0.0,0.000268877,8.99e-05,0.0,3.54e-05,0.0,0.0,0.000438095,0.000370636,0.000162551,0.0,0.000509379,0.000180397,0.0,0.000919193,0.0,0.0,0.0,3.74e-05,0.0,0.0,0.000181212,0.0,0.001507987,2.05e-05,0.0,7.23e-06,0.0,0,0,0,0,0,0,0
ENSG00000259172,0.006673198,0.427072216,0.128161329,0.049751244,0.049751244,0.0,0.279623675,0.0,0.000123215,0.00019164,0.000317082,0.000358351,0.000135124,0.000347537,0.000358503,0.0,0.0,5.39e-05,1.16e-05,3.85e-05,0.000499096,0.000165603,0.000235962,0.000253526,0.000154216,0.000188987,0.0,0.000648217,3.54e-05,4.92e-05,0.000784363,0.0,0.0,0.0,0.0,0.0,5.11e-05,0.015510283,0.003275412,0.009352799,0.004886344,0,0,0,1,0,0,0
ENSG00000259158,0.009639715,0.368374244,0.035924362,0.0,0.0,0.0,0.218437534,3.01e-05,9.86e-05,0.00038328,3.77e-05,0.000401787,0.000101981,0.000303753,0.000349541,0.0,0.0,0.000372119,0.0,0.00020232,0.000632188,0.000333178,0.0,3.26e-05,0.000285065,1.72e-05,0.0,0.000749169,7.08e-05,3.28e-05,0.000723187,2.94e-05,0.0,7.57e-05,0.0,0.0,0.0,6.53e-05,0.0,0.0001052,7.22e-05,0,0,0,0,0,0,1
ENSG00000259081,0.004665575,0.647456421,0.099709105,0.0,0.0,0.0,0.221287873,0.0,4.44e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7e-05,0.0,3.74e-05,0.000285065,0.0,0.0,0.000597741,0.0,1.97e-05,0.000312434,7.21e-05,0.0,0.0,0.0,0.0,0.0,0.000864245,0.0,0.000831735,0.000547164,0,0,0,1,0,0,0
ENSG00000259072,0.013611996,0.272678762,0.055996834,0.104477612,0.23880597,0.258706468,0.225532069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44e-05,0.0,1.71e-05,0.0,1,0,0,0,0,0,1
ENSG00000259070,0.129458482,0.305051583,0.039773065,0.228855721,0.298507463,0.0,0.239127573,0.0,0.0,0.0,0.0,0.0,2.55e-05,1.92e-05,0.0,3.21e-05,0.0,0.0,0.0,0.0,7.76e-05,0.0,7.34e-05,0.0,5.14e-05,0.0,0.0,3.45e-05,0.0,4.59e-05,5.68e-05,0.0,5.46e-05,0.0,0.0,0.0,0.0,0.000507711,0.0,0.000447712,0.000274598,0,1,0,0,0,0,1
ENSG00000259049,0.001585788,0.332621843,0.230690929,0.084577114,0.378109453,0.0,0.220193017,0.0,0.000325288,0.0,0.0,0.000108591,7.9e-05,0.000150508,0.000367466,0.0,0.0,4.88e-05,0.000156496,0.0,0.0,0.000163632,0.0,5.67e-05,0.000219641,0.0,0.0,0.000199247,0.0,0.0,0.0,0.0,1.93e-05,0.0,0.0,0.0,3.83e-05,0.015513676,0.024105635,0.018979623,0.020756695,0,0,0,1,0,0,0
ENSG00000259006,0.001801913,0.71398079,0.0,0.019900498,0.0,0.0,0.21691787,0.0,0.000157715,0.0,0.0,9.77e-05,1.02e-05,0.0,0.000304728,0.00015408,9.19e-05,0.0,0.0,1.45e-05,0.001464015,0.0,0.000199256,0.000125556,0.000191601,0.000755949,0.000368948,0.000278946,0.0,0.000357565,0.000594281,8.82e-05,0.0,0.0,0.0,0.000887238,0.000396166,0.000300409,0.0,0.000678077,0.000708453,0,0,0,1,0,0,0
ENSG00000259005,0.000514274,0.52757026,0.0,0.099502488,0.258706468,0.0,0.216316545,0.0,0.0,0.0,0.0,0.00122708,0.000364581,0.001157544,0.00194488,0.001643523,0.0,0.000429368,0.0,0.000500983,0.000166365,0.000277977,0.000487654,0.0,0.0,0.000128855,0.0,0.0,0.0,2.62e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129327,0.0,0.000141611,7.84e-05,0,1,0,0,0,0,0
