ID,repeat_coverage,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,A549_cell,H1.hESC_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cytosol,keratinocyte_cytosol,keratinocyte_cell,GM12878_nucleus,K562_nucleus,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_5,genomic_classification_is_8,with_repeat_ERV1
ENSG00000259972,0.02190551,0.205650061,0.187727825,0.002720592,0.004821449,0.000908829,0.007484919,0.007681383,0.001463762,0.0,0.001869051,0.006419103,0.00379926,0.001194055,0.026667219,0.0003313,0.020556989,0.003374353,0.000741373,0.011708645,0.00058512,0.000385647,0.0,0.024644767,0.0,0.00730024,0.014564386,0.015479577,0.018160044,0,0,0
ENSG00000259959,0.125208149,0.0,0.0,0.000606219,0.0,0.000502396,0.000778569,0.000673181,0.00026322,0.0,0.0,0.000512582,0.000393867,0.00027489,0.001422436,0.000248475,0.00158335,0.002583857,0.000436294,0.000766885,0.00024046,0.000903058,0.0008859,0.002372988,0.00106009,0.000344609,0.000880921,0.000857275,0.001422796,0,0,0
ENSG00000259943,0.719514264,0.040909091,0.038961039,0.002242517,0.002812512,0.002766002,0.000770954,0.00163096,0.005649609,0.001107067,0.001835331,0.001723064,0.0,0.002508376,0.002071508,0.001799563,0.001474429,0.003397949,0.004520404,0.001710743,0.003243544,0.004518503,0.004126876,0.009074535,0.004484996,0.001675595,0.003808162,0.00369429,0.005075979,0,0,0
ENSG00000259877,0.172501071,0.0,0.0,0.000995579,0.001840621,0.000959633,0.000220817,0.000779905,0.003235685,0.000295604,0.000462446,0.000289806,0.000446653,0.002396701,0.0,0.00202545,0.000789019,0.002300695,0.00400866,0.001195116,0.002268343,0.003123745,0.002069539,0.001217943,0.00501051,0.00076714,0.001152833,0.00134699,0.001737931,0,0,0
ENSG00000259865,0.0,0.104417671,0.144578313,0.002952237,0.0,0.001467674,0.0,0.000741594,0.000391621,0.000741909,0.006652472,0.002935517,0.001012414,0.001194055,0.0,0.0,0.023829955,0.002701842,0.000662643,0.0,0.000825581,0.001873604,0.016444053,0.010215284,0.0,0.002666601,0.003999571,0.005219662,0.00778808,0,0,0
ENSG00000259826,0.07052221,0.113748321,0.02283923,0.000167573,0.000287767,0.000254021,0.000127541,0.00018061,0.00018618,3.48e-05,5.3e-05,0.000378522,0.000201671,0.000566962,0.000800983,0.0,0.000462253,0.0,0.000367406,0.000637978,0.000203055,8.03e-05,0.0,0.000280184,0.000561757,0.000231671,0.000124521,0.000445841,0.000487263,0,0,0
ENSG00000259820,0.2685921,0.013755598,0.029430582,0.00127651,0.001389967,0.0,0.001071722,0.001321734,0.00010914,0.0,0.000611777,0.0,0.00901563,0.000352203,0.004695419,0.0,0.003453617,0.000660712,2.62e-05,0.000327728,4.81e-05,0.000128549,0.033217573,0.005400692,0.000842636,0.0003501,0.00045362,0.000800197,0.000990912,0,0,1
ENSG00000259768,0.0,0.40583006,0.34794294,0.001616584,0.000749279,0.000366919,0.000255081,0.000946832,0.000430141,0.00092159,0.000563606,0.000829988,0.001134229,0.001675114,0.003369654,0.000647542,0.001524905,0.001274231,0.00080042,0.000585541,0.001055354,0.001295133,0.000695541,0.001669669,0.002047695,0.000191706,0.0,0.000133892,0.0,0,0,0
ENSG00000259712,0.084262045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001535774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000135123,0.0,0.000200399,0.000174226,1,0,0
ENSG00000259673,0.14291805,0.196160143,0.198987945,0.001646155,8.69e-05,0.000152412,0.000152287,0.001067239,0.001232642,0.000886813,0.000905623,0.001056707,0.0,0.001013659,0.0,3.76e-05,0.00204826,0.000318558,0.000150899,0.000159495,0.00169391,9.64e-05,0.0,0.000711896,0.000163091,0.000506744,0.002592872,0.0015619,0.002199594,0,0,0
ENSG00000259642,0.0,0.11037423,0.094504974,0.000512575,0.000847011,0.000412078,3.05e-05,0.000194292,0.000686941,0.000591208,0.000231223,0.000216862,9.75e-05,0.00158062,0.002057698,0.002454634,0.000207217,0.002383284,0.000436294,0.00015731,0.000927108,0.000774509,0.000802923,0.0,0.006514569,0.000730763,0.0,0.001197422,0.00146408,0,0,1
ENSG00000259623,0.0,0.197678389,0.327074087,0.006525478,0.0,0.002619234,0.000475898,0.000883893,0.003652986,0.003413939,0.003068519,0.000443581,0.000223327,0.002980844,0.0,0.000685189,0.001291121,0.003445143,0.001541792,0.00038672,0.001629787,0.005154821,0.001818169,0.005929611,0.009124021,0.002953106,0.001376649,0.006003096,0.008626888,0,0,0
ENSG00000259583,0.101918865,0.074395993,0.06128462,0.001779228,0.0,0.000795931,0.000460669,0.0,0.0,0.000220254,0.000216771,0.000843789,2.71e-05,0.002078859,0.003383464,0.00085084,5.58e-05,0.001262433,0.000419892,0.000471929,4.27e-05,0.001436537,0.0,0.0,0.0,0.006665615,0.00278717,0.009728125,0.013605448,0,0,0
ENSG00000259523,0.188474947,0.017931034,0.046206897,0.001646155,0.0,0.000637874,0.000192263,0.0,0.0,0.000162292,0.000173417,0.0,0.0,0.002766085,0.001256715,0.0,0.000332079,0.002914214,0.000495342,9.39e-05,0.00049428,0.000118908,0.0,0.0,0.001014787,0.000194848,0.0,0.000370576,0.000416297,1,0,0
ENSG00000259488,0.051391243,0.033786655,0.0,0.000448503,0.001330242,0.000152412,0.000178938,0.000218921,9.63e-05,0.0,7.23e-05,0.000668328,0.000556286,0.000343613,0.000939084,0.0,0.000759796,0.0,6.56e-05,0.000426047,0.0001042,8.68e-05,0.001422808,0.001415216,7.25e-05,0.000492935,0.0,0.000493545,7.95e-05,0,0,0
ENSG00000259248,0.103208739,0.198781838,0.218992248,0.000704791,9.77e-05,0.00031047,0.0,0.000238076,0.000667681,0.001170824,0.000414274,0.000727472,2.84e-05,0.001142514,0.001229095,0.000941194,0.001771971,0.0,0.0,0.0,0.001971775,0.0,0.0,0.000265889,0.004140693,0.002909288,0.003459442,0.004643078,0.00553209,0,0,1
ENSG00000259080,0.0,0.973882763,0.8972722,0.000788577,3.8e-05,0.0,0.000283635,0.000254495,0.00014766,0.0,0.0,0.00013406,0.00022062,0.000352203,0.000220961,5.27e-05,0.000100952,0.000212372,0.000127936,0.0,0.0,5.14e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
ENSG00000259065,0.216030356,0.02919708,0.024817518,0.001537726,0.000135739,0.0,0.0,0.0,0.000937321,0.000202866,0.0,0.000218833,0.000128582,0.003908599,0.002817252,0.001227317,0.001152977,0.001722572,0.000816822,0.001005034,0.00158971,0.000960905,0.001144592,0.0,0.005137359,0.001019936,0.001059546,0.00251874,0.002824539,1,0,0
ENSG00000258938,0.379132396,0.286910995,0.258638744,9.86e-05,0.0,7.9e-05,7.61e-05,0.000473416,0.00015408,0.000127516,9.15e-05,0.000122231,4.6e-05,0.000326432,0.000649073,0.000391537,0.000366615,0.000483736,0.00024275,0.000471929,0.000277865,0.00018961,0.0,0.0,0.000516454,7.03e-05,6.56e-05,0.000113505,0.000127546,0,0,0
ENSG00000258768,0.108945348,0.058777429,0.037095089,0.00053229,0.0,0.000208861,0.000192263,0.000134089,0.00021186,0.00034777,0.000264943,0.000106459,3.93e-05,0.000214758,0.000704313,0.000128002,0.000316139,0.0,0.000268994,0.000268737,7.75e-05,0.000369579,8.54e-05,0.000323069,0.000289939,0.000563778,0.00052587,0.001065308,0.001054799,0,1,0
ENSG00000258738,0.046804876,0.382325142,0.294423441,0.000670291,0.000358351,0.000468527,8.76e-05,0.000402267,0.001059302,0.000173885,0.000115611,0.000285863,6.63e-05,0.000987888,0.001187665,0.000858369,0.000146115,0.000790495,0.000423173,0.00015731,0.000708022,0.000504555,0.000453932,0.001775452,0.001775877,0.000732611,0.001577544,0.001662256,0.002230752,0,0,0
ENSG00000258727,0.007943984,0.347329423,0.336214881,0.001015293,0.0,0.000519331,0.010692469,0.003130567,0.00011556,0.000115923,0.00043836,0.002515594,0.000354616,0.001185465,0.039261991,0.000195768,0.007077257,0.00504973,0.000209946,0.017063728,0.0001042,0.000141404,0.007289757,0.002656031,0.000815454,0.001218286,1.43e-05,0.001654376,0.001984708,0,0,0
ENSG00000258701,0.110576427,0.0,0.0,0.000276002,0.0,0.000400788,8.38e-05,0.000402267,0.000481501,0.000104331,4.34e-05,0.000183347,0.000125875,0.00027489,0.000524782,0.000594835,0.000366615,0.000660712,0.000232909,0.000161679,0.000673289,0.000106053,0.000370955,0.0,0.001159756,9.21e-05,0.0,0.000199725,0.000322301,0,0,0
ENSG00000258634,0.07638265,0.203558719,0.199288256,0.001315939,0.006770661,0.002032165,0.002625052,0.003259183,0.001438082,0.001982287,0.002254422,0.001859095,0.003301174,0.001383043,0.009390838,0.001295083,0.003969002,0.003173779,0.00127936,0.003611568,0.000566418,0.001269423,0.003380085,0.012462475,0.002527907,0.001097464,0.002809567,0.002879844,0.004494812,0,0,0
ENSG00000258559,0.43635498,0.008791209,0.0,0.000552004,0.001004469,0.00028789,0.002988637,0.00355199,0.0,0.0,0.00047208,0.001372142,0.00070111,0.000429516,0.003203933,0.0,0.001647109,0.0,5.9e-05,0.002440485,6.15e-05,0.0,0.004654023,0.005329216,0.0,0.001894352,0.0,0.002498934,0.002761363,0,1,0
ENSG00000258512,0.0,0.033070866,0.067716535,0.000468218,0.000200894,0.0,0.0,0.000946832,0.00665113,0.000712928,0.000462446,0.0,8.66e-05,0.001657933,0.0,0.0,0.0,0.0,0.0,0.0,8.82e-05,0.000199251,0.0,0.0,0.0,0.000165904,0.0,0.000251082,0.000160227,0,0,0
ENSG00000258461,0.055589961,0.535214301,0.539521861,0.000226716,0.000190035,0.0,0.001224009,0.001800623,0.00020544,0.000863628,0.002924005,0.002123272,0.000115047,0.0,0.001242905,0.0,9.56e-05,0.000294961,2.95e-05,0.000609575,0.0,0.0,0.003475264,0.0,0.000471151,0.000370767,0.0,0.001349234,0.002249551,0,1,0
ENSG00000258441,0.191583456,0.03990898,0.0,0.010443723,0.010408466,0.004482052,0.010776227,0.011080128,0.001958103,0.0,0.005404833,0.002929603,0.001040838,0.006339662,0.033254616,0.00219863,0.014353762,0.013320434,0.003982417,0.008475058,0.000416798,0.00168078,0.005205575,0.005835263,0.00167621,0.012905559,0.001873384,0.011750578,0.010539625,0,0,0
ENSG00000258365,0.0,0.117805755,0.035071942,0.0,0.000293196,0.0,0.000230334,0.000883893,0.00021828,0.000139108,0.000192686,0.00174475,0.000832399,0.0002663,0.001712447,0.0,0.001237989,0.000542728,0.0,0.000498147,0.000173666,0.0,0.0,0.001718272,0.0,0.00051593,0.0,0.000654817,0.00081396,0,0,1
ENSG00000258301,0.203460746,0.090217391,0.082608696,0.003144453,0.009197674,0.003539353,0.003285598,0.003179824,0.005386388,0.002254706,0.002895102,0.003459928,0.001499672,0.008057727,0.021226057,0.003064528,0.007345577,0.005026134,0.001830468,0.008322118,0.003620265,0.000639532,0.006872433,0.002916202,0.007067266,0.005211414,0.009068315,0.014888309,0.023972723,0,1,0
ENSG00000258297,0.071169026,0.19974337,0.243370402,0.003450026,0.013378435,0.00404175,0.004383969,0.002016808,0.003807066,0.001188213,0.003810359,0.003152379,0.003688274,0.001932824,0.0,0.00152097,0.025001528,0.0,0.003221362,0.008464133,0.003844695,0.000938409,0.002865141,0.014003488,0.0,0.002686948,0.00451976,0.007111898,0.010718666,0,1,0
ENSG00000258056,0.055220569,0.027064539,0.0,0.002814236,0.002052374,0.001998295,0.000426404,0.000448788,0.001322522,0.001066494,0.000929708,0.00096602,0.000510268,0.00736191,0.005068291,0.002853701,0.000765109,0.005639652,0.002112584,0.001171083,0.001624444,0.002828082,0.0,0.002595992,0.016444984,0.00094811,0.003619206,0.003161264,0.00561463,0,0,0
ENSG00000257913,0.029618075,0.290827741,0.279194631,0.001271581,0.000879589,0.000683033,8.76e-05,0.002629786,0.009931755,3.48e-05,3.85e-05,0.000695929,6.9e-05,0.010145177,0.007015509,0.000256005,0.000135488,0.00053093,0.000173862,0.0,0.000184353,0.0,0.0,0.00473454,0.0,0.000691191,0.0,0.000743734,0.000563647,0,0,0
ENSG00000257839,0.0,0.127413127,0.0,0.000138001,0.0,0.0,0.0,0.000191556,0.00020544,0.000185477,0.000178234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000205727,0.0003278,0.000109822,0.0,0.000443969,0.000180284,0.0,0.000119243,0.00010175,0,0,0
ENSG00000257702,0.0,0.0,0.0,0.001049794,0.000515808,0.001874107,0.000363586,0.007599287,0.00649063,0.000104331,4.82e-05,0.000345007,0.0,0.002757495,0.010716604,0.001746856,0.000549922,0.001144448,0.0,0.0,0.000833596,0.000533479,0.003873065,0.0,0.012947594,0.002012238,0.000676277,0.003637542,0.005479162,0,0,0
ENSG00000257698,0.161618808,0.085496183,0.076335878,0.024480401,0.003778973,0.007061772,0.000574884,0.000459734,0.00649705,0.001831587,0.00128136,0.001482545,0.003021001,0.020805773,0.0,0.0,0.000215187,0.012848496,0.017642042,0.001913934,0.001138179,0.020432889,0.0,0.020779369,0.018066831,0.030167369,0.003752057,0.024786477,0.020188189,0,0,0
ENSG00000257621,0.344105926,0.047573996,0.056629274,0.015894764,0.009403997,0.012813927,0.015967319,0.014656746,0.010329796,0.004851386,0.009826968,0.010985025,0.005542562,0.024095868,0.065390617,0.010277841,0.054636215,0.024646932,0.01097625,0.035683073,0.010981025,0.009480501,0.037720285,0.024081539,0.017695346,0.01192463,0.015371398,0.033097198,0.047757598,0,1,0
ENSG00000257379,0.0,0.853658537,0.84338896,0.0,0.004153613,0.0,0.006375125,0.003067627,0.0,0.000695539,0.00111276,0.010541444,0.004909126,0.012937033,0.0,0.002951585,0.013878225,0.014877827,0.0,0.009456058,0.001269097,0.0,0.0,0.001832633,0.001594665,0.0,0.0,0.0,0.0,0,1,0
ENSG00000257354,0.053559959,0.049246347,0.027269589,0.001246938,0.000586392,0.0002766,0.001591402,0.000328381,3.85e-05,2.9e-05,0.000250491,0.00077873,0.000351909,0.000609913,0.00490257,9.04e-05,0.001934025,0.000932076,0.000183703,0.001162344,3.74e-05,0.00024103,0.001046972,0.001095005,0.000199333,0.000585758,0.0,0.000359872,0.000181533,0,0,0
ENSG00000257337,0.0,0.181186531,0.165864956,0.001749656,0.00147684,0.0002766,0.0,0.0,0.000539281,0.001037513,0.000891171,0.000356836,0.000996172,0.001752427,0.003148693,0.000271064,0.015384534,0.001628184,0.001489306,0.001857128,0.003895459,0.000629891,0.001469178,0.0,0.002962815,0.004752729,0.011526802,0.015099632,0.022714906,0,0,0
ENSG00000257285,0.052097755,0.156345178,0.138071066,0.000192216,0.0,0.0,6.66e-05,0.0,0.0,0.0,0.0,0.0,2.44e-05,0.000171807,0.000359061,0.0,0.0,0.0,7.54e-05,4.15e-05,0.0,0.0,0.0,0.0,0.0,0.000351459,0.0,0.000777153,0.001240954,0,0,0
ENSG00000257167,0.275681419,0.180327869,0.131147541,0.00205523,0.003556362,0.001145915,0.00027031,0.000374902,0.000911641,6.96e-05,0.0,0.001354399,0.000521096,0.005755519,0.007871732,0.0,0.001052025,0.001557393,0.000662643,0.00031025,0.00188895,0.001777192,0.0,0.001626783,0.00560851,0.002911881,0.002764191,0.004135155,0.005062707,0,0,0
ENSG00000257151,0.122301811,0.009746589,0.0,0.001567298,0.0,0.000812866,0.003847157,0.004400308,0.0,0.000701335,0.001734171,0.002245503,0.0,0.000309252,0.0,0.0,0.0,0.001982137,0.000511744,0.0,0.0,0.000273167,0.002460019,0.012165137,0.000896999,0.016714588,0.003095377,0.013678442,0.006721815,0,0,0
ENSG00000257086,0.097575821,0.049469965,0.122497055,0.000837864,0.009089083,0.00112898,0.003019095,0.004742371,0.001245482,0.000898405,0.001989479,0.002860601,0.004924015,0.002327979,0.012429051,0.0,0.006269642,0.005651451,0.001217032,0.012309481,0.000793519,0.000600967,0.001212926,0.005512194,0.0,0.000638819,0.0,0.000649577,0.000311759,0,1,0
ENSG00000257027,0.367028799,0.0,0.0,0.002109445,0.001585431,0.000344339,0.000491126,0.002739246,0.001264742,0.000591208,0.000703303,0.000136031,0.0,0.000506829,0.000952894,0.000135532,0.00252911,0.0,0.000173862,0.000137646,0.000742755,0.000234602,0.002611329,0.0,0.002817846,0.001167642,0.000111421,0.001417733,0.001075353,0,0,1
ENSG00000256973,0.153059556,0.008152174,0.099184783,0.0,0.000206323,0.0,0.0,0.000418686,0.0,0.0,0.0,0.000770844,0.000178661,0.0,0.000372872,0.0,0.000324109,0.000719705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000412812,0.0,0.000764597,0.000754179,0,0,0
ENSG00000256628,0.109108244,0.179431072,0.153172867,0.000818149,0.000825293,0.001010437,0.000173227,0.00039953,0.000738301,0.000886813,0.00064068,0.00033515,0.000109633,0.002869169,0.003190123,0.001822152,0.000247066,0.00233609,0.00103989,0.00052655,0.000983216,0.003117317,0.000785839,0.000348801,0.007076326,0.001179703,0.003082617,0.00309113,0.003943791,0,0,0
ENSG00000256576,0.0,0.060728745,0.044534413,0.00035486,0.002079521,0.00031047,7.61e-05,0.0,0.0,0.0,0.000361286,1.77e-05,0.0,0.001803969,0.002955352,0.0,0.001115784,0.001156247,1.97e-05,3.28e-05,0.000697335,0.0,0.000766315,0.0,0.001014787,0.000258762,0.0,0.000365075,0.000297914,0,0,0
ENSG00000256433,0.535118729,0.008888889,0.0,0.00092165,0.0,0.0,0.000205588,0.000569194,0.00010272,0.0,0.0,0.0,0.000450714,0.000764539,0.0,0.0,0.001445206,0.000176977,0.0,0.0,9.62e-05,0.000472418,0.007275115,0.0,0.0,0.000172426,0.0,0.00036254,0.000319253,0,0,1
ENSG00000256124,0.189894398,0.127770859,0.112577833,0.000443575,0.000206323,0.0,0.0,0.0,0.0,0.0,5.78e-05,0.000471181,0.0,0.0,5.52e-05,0.0,0.0,5.9e-05,0.000111534,3.71e-05,0.0,0.0,0.0,0.0,0.002645694,8.58e-05,0.0,9.21e-05,0.0,0,0,0
ENSG00000256092,0.074557084,0.331403118,0.218708241,0.001281438,0.0,0.000937054,0.00138391,0.002788503,0.000905221,0.000579616,0.000467263,0.001571261,0.001620134,0.010858174,0.017538772,0.000888487,0.004131057,0.003185578,0.001971526,0.005315755,0.001514901,0.000514197,0.002579603,0.003119193,0.000244636,0.001053128,0.0,0.000880248,0.000452236,0,0,0
ENSG00000256028,0.118345772,0.249153449,0.24273748,0.000552004,0.0,0.000361274,0.002413753,0.008173954,0.0,8.69e-05,0.0,0.006127325,0.008767941,0.001975775,0.020590794,0.000519539,0.008360409,0.001946742,0.000186983,0.00615911,0.000179009,0.0,0.00710672,0.014998428,0.000933242,0.001195605,0.0,0.001136272,0.001175796,0,1,0
ENSG00000255874,0.0,0.0,0.0,7.39e-05,4.89e-05,0.000349984,7.04e-05,3.28e-05,8.35e-05,0.0,9.63e-06,0.0,0.000258518,0.000103084,0.000207151,0.001031549,0.000366615,0.001781564,7.22e-05,3.5e-05,0.000157635,0.001818971,0.0,0.0,0.0,0.000871368,0.0,0.000643978,0.000314591,0,0,0
ENSG00000255857,0.072657345,0.240421053,0.184,0.011651232,0.024280991,0.005328787,0.001220202,0.005215787,0.01310966,0.001333117,0.001069405,0.00434906,0.005722577,0.063284941,0.050724337,0.0,0.007353547,0.008754439,0.004641779,0.004291058,0.013644792,0.003737567,0.0,0.015478743,0.0,0.027794929,0.046261264,0.052667189,0.067228876,0,0,0
ENSG00000255737,0.0,0.56141522,0.659546061,0.010941512,0.00258447,0.029934914,0.002415657,0.000957778,0.0,0.0,0.007490655,0.000118288,0.0,0.115840564,0.113670575,0.066297719,0.002189062,0.07066083,0.014919302,0.006366671,0.016311231,0.014256102,0.0,0.0,0.024354885,0.001017954,0.001024636,0.002535138,0.003110959,0,0,0
ENSG00000255717,0.0,0.175059952,0.131894484,0.281674939,0.630795376,0.093146525,0.172111253,0.27328975,0.105114822,0.0,0.142413966,0.30615532,0.899833249,0.247092174,1.0,0.045177321,0.423129136,0.264922071,0.037130954,0.159981735,0.053232589,0.068674176,0.531151694,1.0,0.032101696,0.021125039,0.022062016,0.043193311,0.04813104,0,0,0
ENSG00000255650,0.157721039,0.020676692,0.0,0.0,0.0,0.0,0.0,6.57e-05,0.0002247,0.000179681,0.0,0.0,0.0,0.000188987,0.0,0.0,3.19e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000286139,0.0,0.000421432,0.000360628,1,0,0
ENSG00000255455,0.108413992,0.038317055,0.0,0.001867943,0.00148227,0.001586217,0.003765302,8.21e-06,0.0,0.001327321,0.001970211,0.001421429,0.000410109,0.000575552,0.003052022,0.001106844,0.001299091,0.003704709,0.001239995,0.002381493,0.000112215,0.001330484,0.001927991,0.0,0.00197521,0.001156377,0.002413847,0.002642513,0.003382986,0,0,0
ENSG00000255310,0.0,0.062435501,0.024767802,9.86e-06,0.002660484,0.000846735,0.001612341,0.0,0.0,0.000741909,0.001074223,0.002142987,0.0,0.0,0.0,0.0,0.001057338,0.002159114,0.001259677,0.002189226,0.00016565,0.00070702,0.0,0.004151299,0.0,0.001490163,0.0,0.003182333,0.004756422,0,0,0
ENSG00000255284,0.0,0.0,0.0,0.004238604,0.00369753,0.002562785,0.003041938,0.005738461,0.002645044,0.001553371,0.001811245,0.003741848,0.0,0.014517653,0.027620113,0.0,0.002932917,0.004896351,0.005261777,0.011304447,0.002914914,0.001099095,0.002955439,0.0,0.000960423,0.000656468,0.001721404,0.002257435,0.003556556,0,0,0
ENSG00000255135,0.378471431,0.037234043,0.0,0.007570344,0.029846289,0.007620617,0.000479705,0.000459734,0.012397039,0.005060048,0.002509731,0.000822103,0.000900074,0.026088824,0.003935866,0.006610948,0.001230019,0.012010807,0.02139483,0.001308729,0.01975783,0.008516382,0.0,0.002453041,0.006170267,0.002558723,0.002524361,0.005557302,0.009191058,0,0,0
ENSG00000255121,0.330944352,0.037258816,0.0,0.000808292,0.003550932,0.000519331,0.000230334,0.000582877,0.000674101,0.000370954,0.0,0.000277977,0.000632082,0.002267846,0.001822927,0.00135532,0.001400043,0.002395082,0.000702008,0.000592096,0.001015277,0.001034821,0.0,0.0,0.0,0.000309899,0.000204694,0.000679421,0.000747054,0,0,0
ENSG00000255036,0.025481624,0.553432413,0.378485492,0.00053229,0.001335672,0.00028789,0.000622474,0.001280687,0.000436561,3.48e-05,0.0,0.000331207,0.000675394,0.000360794,0.001629587,0.00016565,0.000754482,0.0,0.0003182,0.001048731,0.000219086,0.00018961,0.0,0.001975584,1.81e-05,0.000486429,0.0,0.00038119,0.0,0,1,0
ENSG00000255031,0.0,0.12780083,0.185062241,0.004662464,0.000624399,0.001241878,0.011396798,0.011485131,0.000642001,0.000237643,0.001613742,0.016674684,0.005223137,0.012189674,0.129124028,0.00083578,0.006365281,0.007102658,0.0,6.34e-05,0.00016565,0.00037922,0.0,0.006953141,0.0,0.005369397,0.011206908,0.011543715,0.013955098,0,0,0
ENSG00000254929,0.0,0.78983261,0.662740236,0.006313548,0.001335672,0.001405581,0.003268465,0.00197576,0.001084982,0.001773625,0.004711164,0.001699406,0.00265285,0.00368525,0.011089475,0.000865899,0.003969002,0.007067263,0.001312164,0.002018807,0.000940467,0.00146546,0.0,0.006555737,0.0,0.000240754,0.0,0.000367287,0.000505225,0,1,0
ENSG00000254911,0.100765346,0.488636364,0.605113636,0.022154098,0.0,0.0,0.0,0.106362659,0.003813486,0.002063433,0.017476589,0.141616526,0.025053192,0.0,0.0,0.0,0.057887927,0.072359805,0.004172681,0.0,0.001758033,0.0,0.022335407,0.094416331,0.0,0.017743556,0.007411198,0.025980402,0.024746894,0,0,0
ENSG00000254837,0.750398007,0.099959855,0.097149739,0.0,0.000890448,0.0005532,0.0,8.76e-05,0.000712621,0.0,0.000948977,0.000151803,0.0,0.00104802,0.000800983,0.0,0.000749169,0.001097255,0.001948563,0.000255628,0.001669864,0.001089454,0.0,0.001103582,0.006786387,0.001705609,0.001518071,0.004238827,0.005052451,0,1,0
ENSG00000254815,0.0,0.054635762,0.063741722,0.000783649,0.0,0.0,0.000146576,0.002227519,0.00028248,0.000139108,0.0,0.00149043,0.004195834,0.001700885,0.039952493,0.0,0.028832385,0.00015338,0.000144338,0.0136051,0.000283209,0.0,0.0,0.002916202,0.0,0.001757394,0.0,0.002071403,0.001274366,0,0,0
ENSG00000254682,0.681944295,0.0,0.0,0.006619122,0.041997644,0.01894429,0.001265888,0.002856916,0.018341968,0.004265974,0.001743805,0.004839956,0.011403195,0.023400052,0.011282816,0.0,0.006221823,0.006323961,0.009926519,0.001844019,0.019154007,0.002860219,0.0,0.008102467,0.007465932,0.00195499,0.002834712,0.003596538,0.004268449,1,0,1
ENSG00000254635,0.466306503,0.046274243,0.0,0.003597885,0.002828801,0.004916709,0.000523487,0.000465207,0.001932423,0.00404572,0.002712051,0.000447523,0.000291001,0.004441199,0.002762011,0.003056999,0.003676773,0.007031868,0.003956174,0.00151629,0.004309585,0.006208925,0.002528352,0.001074992,0.011262322,0.005084532,0.014978662,0.015387787,0.025062444,0,0,0
ENSG00000254531,0.0,0.05964467,0.058375635,0.004278033,0.009045646,0.014354985,0.002366163,0.001480452,0.008313913,0.0,0.006055147,0.000755073,0.00022468,0.042333133,0.0,0.050237181,0.00297808,0.028387036,0.006321349,0.006668182,0.011713093,0.012025774,0.0,0.0,0.006994781,0.002445071,0.004555137,0.00674047,0.011854153,1,0,0
ENSG00000254473,0.769794518,0.079575597,0.102564103,0.001513083,0.000325774,0.001337842,0.000359779,0.000155981,0.000686941,0.003413939,0.001474045,0.000252348,0.00016648,0.001649343,0.0,0.001121903,0.000223157,0.003232771,0.00160084,0.0,0.00105001,0.001754696,0.0,0.000325928,0.00394136,0.001733221,0.001920348,0.002993204,0.004312205,0,0,0
ENSG00000254275,0.420740095,0.004183179,0.0,0.0,0.000162887,0.0,0.0,1.64e-05,0.0,0.0,0.0,0.0,0.0,0.000103084,0.0,0.0,0.000207217,0.0,6.56e-06,1.09e-05,9.35e-05,0.0,0.0,0.0,0.0,0.000240388,0.0,0.000159807,0.0,0,0,0
ENSG00000253741,0.385953966,0.005984862,0.0,0.000616076,1.63e-05,5.08e-05,3.81e-05,5.47e-06,0.0,1.74e-05,9.63e-06,4.73e-05,0.0,0.000343613,0.001298145,5.27e-05,0.000977639,0.000106186,0.0,1.31e-05,0.000251148,0.000157473,0.000134227,4e-05,0.000217454,0.000364861,0.0,0.000324176,0.000182288,0,0,0
ENSG00000253738,0.348754747,0.008824509,0.0,0.007235198,0.0,0.005334432,0.000721461,0.000612978,0.002401084,0.00889131,0.005101353,0.001378057,0.0,0.004381067,0.0,0.0,0.00319061,0.010264639,0.005343787,0.000404198,0.00910009,0.006404962,0.004112233,0.006541442,0.017994346,0.011299927,0.02673896,0.028845107,0.042222707,0,0,1
ENSG00000253552,0.011070005,0.375758725,0.322268589,0.004578678,0.0,0.006463413,0.002965794,0.00365324,0.00616963,0.000794074,0.0,1.18e-05,0.0,0.010454428,0.01223571,0.005074919,0.000263006,0.011751242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002110522,0.0,0.003655285,0.004712926,0,0,0
